program	section	n_foci	n_tum_kept	r2	p	shape	amplitude
GO:GOBP_ORGANELLE_LOCALIZATION	TLS_VISIUM_USZ::KC3	20	440	0.0028	0.75	nonmonotonic	0.0038
GO:GOBP_ORGANIC_ACID_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.0093	0.255	high-to-low	0.005
GO:GOBP_ORGANIC_ACID_TRANSPORT	TLS_VISIUM_USZ::KC3	20	440	0.0041	0.613	nonmonotonic	0.0037
GO:GOBP_ORGANIC_ANION_TRANSPORT	TLS_VISIUM_USZ::KC3	20	440	0.0051	0.526	high-to-low	0.0039
GO:GOBP_ORGANOPHOSPHATE_BIOSYNTHETIC_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.0297	0.00429	high-to-low	0.0108
GO:GOBP_ORGANOPHOSPHATE_CATABOLIC_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.0074	0.355	high-to-low	0.0103
GO:GOBP_ORGANOPHOSPHATE_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.0483	7.79e-05	high-to-low	0.0109
GO:GOBP_OSSIFICATION	TLS_VISIUM_USZ::KC3	20	440	0.0072	0.367	nonmonotonic	0.0066
GO:GOBP_OSTEOBLAST_PROLIFERATION	TLS_VISIUM_USZ::KC3	20	440	0.0131	0.124	low-to-high	0.0269
GO:GOBP_OXIDATIVE_PHOSPHORYLATION	TLS_VISIUM_USZ::KC3	20	440	0.025	0.0115	high-to-low	0.03
GO:GOBP_PATTERN_SPECIFICATION_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.0221	0.0207	nonmonotonic	0.0072
GO:GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_PROTEIN_COMPLEX	TLS_VISIUM_USZ::KC3	20	440	0.0188	0.0403	nonmonotonic	0.0488
GO:GOBP_PEPTIDE_TRANSPORT	TLS_VISIUM_USZ::KC3	20	440	0.0095	0.242	nonmonotonic	0.0074
GO:GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION	TLS_VISIUM_USZ::KC3	20	440	0.0091	0.261	nonmonotonic	0.0089
GO:GOBP_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION	TLS_VISIUM_USZ::KC3	20	440	0.0101	0.22	nonmonotonic	0.0094
GO:GOBP_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.0091	0.261	nonmonotonic	0.0099
GO:GOBP_PHOSPHOLIPID_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.0118	0.159	flat	0.0043
GO:GOBP_PHOSPHORUS_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.0307	0.0035	high-to-low	0.007
GO:GOBP_PHOSPHORYLATION	TLS_VISIUM_USZ::KC3	20	440	0.0115	0.168	high-to-low	0.006
GO:GOBP_PLACENTA_DEVELOPMENT	TLS_VISIUM_USZ::KC3	20	440	0.0196	0.0346	nonmonotonic	0.0121
GO:GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	TLS_VISIUM_USZ::KC3	20	440	0.0147	0.0916	nonmonotonic	0.0124
GO:GOBP_POSITIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION	TLS_VISIUM_USZ::KC3	20	440	0.004	0.63	nonmonotonic	0.0074
GO:GOBP_POSITIVE_REGULATION_OF_CATABOLIC_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.01	0.221	high-to-low	0.0076
GO:GOBP_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY	TLS_VISIUM_USZ::KC3	20	440	0.0052	0.519	nonmonotonic	0.0055
GO:GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	TLS_VISIUM_USZ::KC3	20	440	0.0044	0.59	nonmonotonic	0.0041
GO:GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	TLS_VISIUM_USZ::KC3	20	440	0.0215	0.0233	nonmonotonic	0.0052
GO:GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION	TLS_VISIUM_USZ::KC3	20	440	0.0154	0.0796	flat	0.0074
GO:GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION	TLS_VISIUM_USZ::KC3	20	440	0.0082	0.31	nonmonotonic	0.0038
GO:GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION	TLS_VISIUM_USZ::KC3	20	440	0.0357	0.00119	nonmonotonic	0.013
GO:GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE	TLS_VISIUM_USZ::KC3	20	440	0.0097	0.237	flat	0.0069
GO:GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	TLS_VISIUM_USZ::KC3	20	440	0.0018	0.848	high-to-low	0.0048
GO:GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.0067	0.402	nonmonotonic	0.0064
GO:GOBP_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT	TLS_VISIUM_USZ::KC3	20	440	0.0329	0.0022	low-to-high	0.0117
GO:GOBP_POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION	TLS_VISIUM_USZ::KC3	20	440	0.011	0.184	nonmonotonic	0.0065
GO:GOBP_POSITIVE_REGULATION_OF_CELL_KILLING	TLS_VISIUM_USZ::KC3	20	440	0.0116	0.166	nonmonotonic	0.0163
GO:GOBP_POSITIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION	TLS_VISIUM_USZ::KC3	20	440	0.0066	0.409	low-to-high	0.004
GO:GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	TLS_VISIUM_USZ::KC3	20	440	0.022	0.0213	nonmonotonic	0.0237
GO:GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION	TLS_VISIUM_USZ::KC3	20	440	0.0086	0.288	nonmonotonic	0.0076
GO:GOBP_POSITIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION	TLS_VISIUM_USZ::KC3	20	440	0.0085	0.295	nonmonotonic	0.0102
GO:GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE	TLS_VISIUM_USZ::KC3	20	440	0.0221	0.0209	high-to-low	0.0098
GO:GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.005	0.53	nonmonotonic	0.0017
GO:GOBP_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.0123	0.145	nonmonotonic	0.0259
GO:GOBP_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.0107	0.196	high-to-low	0.01
GO:GOBP_POSITIVE_REGULATION_OF_DNA_REPAIR	TLS_VISIUM_USZ::KC3	20	440	0.0025	0.777	nonmonotonic	0.0079
GO:GOBP_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	TLS_VISIUM_USZ::KC3	20	440	0.0116	0.166	nonmonotonic	0.0066
GO:GOBP_POSITIVE_REGULATION_OF_GENE_EXPRESSION	TLS_VISIUM_USZ::KC3	20	440	0.0143	0.0977	nonmonotonic	0.0054
GO:GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.0057	0.479	nonmonotonic	0.0037
GO:GOBP_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE	TLS_VISIUM_USZ::KC3	20	440	0.0104	0.207	nonmonotonic	0.0041
GO:GOBP_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.0065	0.413	nonmonotonic	0.0024
GO:GOBP_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION	TLS_VISIUM_USZ::KC3	20	440	0.0176	0.0519	high-to-low	0.0558
GO:GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	TLS_VISIUM_USZ::KC3	20	440	0.0068	0.392	nonmonotonic	0.005
GO:GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION	TLS_VISIUM_USZ::KC3	20	440	0.0256	0.0101	nonmonotonic	0.0172
GO:GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	TLS_VISIUM_USZ::KC3	20	440	0.0095	0.245	nonmonotonic	0.0109
GO:GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION	TLS_VISIUM_USZ::KC3	20	440	0.0022	0.812	low-to-high	0.0055
GO:GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION	TLS_VISIUM_USZ::KC3	20	440	0.0018	0.852	flat	0.0052
GO:GOBP_POSITIVE_REGULATION_OF_LOCOMOTION	TLS_VISIUM_USZ::KC3	20	440	0.0134	0.118	high-to-low	0.0075
GO:GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION	TLS_VISIUM_USZ::KC3	20	440	0.0213	0.0243	low-to-high	0.0161
GO:GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE	TLS_VISIUM_USZ::KC3	20	440	0.0072	0.368	nonmonotonic	0.0062
GO:GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE	TLS_VISIUM_USZ::KC3	20	440	0.0017	0.862	nonmonotonic	0.0031
GO:GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION	TLS_VISIUM_USZ::KC3	20	440	0.0033	0.693	flat	0.0077
GO:GOBP_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION	TLS_VISIUM_USZ::KC3	20	440	0.0025	0.777	nonmonotonic	0.0038
GO:GOBP_POSITIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.0021	0.819	flat	0.0057
GO:GOBP_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.0034	0.686	nonmonotonic	0.0014
GO:GOBP_POSITIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION	TLS_VISIUM_USZ::KC3	20	440	0.0045	0.575	nonmonotonic	0.0075
GO:GOBP_POSITIVE_REGULATION_OF_NEUROGENESIS	TLS_VISIUM_USZ::KC3	20	440	0.0045	0.583	low-to-high	0.005
GO:GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION	TLS_VISIUM_USZ::KC3	20	440	0.0102	0.214	flat	0.0053
GO:GOBP_POSITIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION	TLS_VISIUM_USZ::KC3	20	440	0.0063	0.429	low-to-high	0.0074
GO:GOBP_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.0309	0.00334	nonmonotonic	0.0167
GO:GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION	TLS_VISIUM_USZ::KC3	20	440	0.0003	0.99	flat	0.0012
GO:GOBP_POSITIVE_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	TLS_VISIUM_USZ::KC3	20	440	0.0056	0.482	nonmonotonic	0.014
GO:GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	TLS_VISIUM_USZ::KC3	20	440	0.0049	0.547	nonmonotonic	0.0109
GO:GOBP_POSITIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH	TLS_VISIUM_USZ::KC3	20	440	0.0121	0.151	nonmonotonic	0.0099
GO:GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY	TLS_VISIUM_USZ::KC3	20	440	0.0013	0.908	nonmonotonic	0.0021
GO:GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION	TLS_VISIUM_USZ::KC3	20	440	0.0042	0.605	flat	0.0034
GO:GOBP_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.007	0.378	nonmonotonic	0.0061
GO:GOBP_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.0024	0.792	high-to-low	0.0042
GO:GOBP_POSITIVE_REGULATION_OF_PROTEIN_TRANSPORT	TLS_VISIUM_USZ::KC3	20	440	0.0061	0.444	low-to-high	0.0053
GO:GOBP_POSITIVE_REGULATION_OF_RESPIRATORY_BURST	TLS_VISIUM_USZ::KC3	20	440	0.0125	0.14	nonmonotonic	0.0492
GO:GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	TLS_VISIUM_USZ::KC3	20	440	0.0326	0.00231	nonmonotonic	0.0085
GO:GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	TLS_VISIUM_USZ::KC3	20	440	0.0026	0.767	nonmonotonic	0.0072
GO:GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	TLS_VISIUM_USZ::KC3	20	440	0.0442	0.000194	flat	0.0125
GO:GOBP_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.035	0.0014	nonmonotonic	0.0054
GO:GOBP_POSITIVE_REGULATION_OF_SIGNALING	TLS_VISIUM_USZ::KC3	20	440	0.0034	0.683	high-to-low	0.002
GO:GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE	TLS_VISIUM_USZ::KC3	20	440	0.0039	0.64	nonmonotonic	0.0125
GO:GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING	TLS_VISIUM_USZ::KC3	20	440	0.0057	0.473	high-to-low	0.027
GO:GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II	TLS_VISIUM_USZ::KC3	20	440	0.0222	0.0204	nonmonotonic	0.0066
GO:GOBP_POSITIVE_REGULATION_OF_TRANSFERASE_ACTIVITY	TLS_VISIUM_USZ::KC3	20	440	0.0075	0.35	nonmonotonic	0.01
GO:GOBP_POSITIVE_REGULATION_OF_TRANSLATION	TLS_VISIUM_USZ::KC3	20	440	0.0049	0.547	flat	0.0118
GO:GOBP_POSITIVE_REGULATION_OF_TRANSPORT	TLS_VISIUM_USZ::KC3	20	440	0.0059	0.464	high-to-low	0.0031
GO:GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	TLS_VISIUM_USZ::KC3	20	440	0.0246	0.0124	high-to-low	0.0252
GO:GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	TLS_VISIUM_USZ::KC3	20	440	0.012	0.153	nonmonotonic	0.0292
GO:GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	TLS_VISIUM_USZ::KC3	20	440	0.031	0.00327	flat	0.0127
GO:GOBP_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	TLS_VISIUM_USZ::KC3	20	440	0.0051	0.523	nonmonotonic	0.0104
GO:GOBP_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC3	20	440	0.0056	0.486	nonmonotonic	0.0112
GO:GOBP_POST_TRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION	TLS_VISIUM_USZ::KC3	20	440	0.0061	0.446	low-to-high	0.0074
GO:GOBP_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	TLS_VISIUM_USZ::KC3	20	440	0.0066	0.409	high-to-low	0.0051
GO:GOBP_PROCESS_UTILIZING_AUTOPHAGIC_MECHANISM	TLS_VISIUM_USZ::KC3	20	440	0.0066	0.405	high-to-low	0.0076
GO:GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	TLS_VISIUM_USZ::KC3	20	440	0.0112	0.177	high-to-low	0.0097
GO:GOBP_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.0058	0.471	nonmonotonic	0.0053
GO:GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.002	0.836	nonmonotonic	0.0047
GO:GOBP_PROTEINOGENIC_AMINO_ACID_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.0104	0.207	nonmonotonic	0.0087
GO:GOBP_PROTEIN_CATABOLIC_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.0192	0.0377	nonmonotonic	0.0072
GO:GOBP_PROTEIN_COMPLEX_OLIGOMERIZATION	TLS_VISIUM_USZ::KC3	20	440	0.0169	0.0595	nonmonotonic	0.0081
GO:GOBP_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	TLS_VISIUM_USZ::KC3	20	440	0.0048	0.548	high-to-low	0.0071
GO:GOBP_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION	TLS_VISIUM_USZ::KC3	20	440	0.0008	0.951	nonmonotonic	0.0033
GO:GOBP_PROTEIN_CONTAINING_COMPLEX_ORGANIZATION	TLS_VISIUM_USZ::KC3	20	440	0.0086	0.288	high-to-low	0.0037
GO:GOBP_PROTEIN_DNA_COMPLEX_ORGANIZATION	TLS_VISIUM_USZ::KC3	20	440	0.0059	0.458	nonmonotonic	0.0107
GO:GOBP_PROTEIN_FOLDING	TLS_VISIUM_USZ::KC3	20	440	0.0108	0.192	nonmonotonic	0.0101
GO:GOBP_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY	TLS_VISIUM_USZ::KC3	20	440	0.0099	0.227	nonmonotonic	0.0066
GO:GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME	TLS_VISIUM_USZ::KC3	20	440	0.0003	0.986	nonmonotonic	0.0025
GO:GOBP_PROTEIN_LOCALIZATION_TO_EXTRACELLULAR_REGION	TLS_VISIUM_USZ::KC3	20	440	0.0104	0.207	nonmonotonic	0.0048
GO:GOBP_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	TLS_VISIUM_USZ::KC3	20	440	0.0037	0.653	nonmonotonic	0.0103
GO:GOBP_PROTEIN_LOCALIZATION_TO_NUCLEUS	TLS_VISIUM_USZ::KC3	20	440	0.0017	0.859	flat	0.004
GO:GOBP_PROTEIN_LOCALIZATION_TO_ORGANELLE	TLS_VISIUM_USZ::KC3	20	440	0.0198	0.0334	high-to-low	0.0079
GO:GOBP_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE	TLS_VISIUM_USZ::KC3	20	440	0.0038	0.65	flat	0.0055
GO:GOBP_PROTEIN_MATURATION	TLS_VISIUM_USZ::KC3	20	440	0.0104	0.205	nonmonotonic	0.0077
GO:GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION	TLS_VISIUM_USZ::KC3	20	440	0.0023	0.803	low-to-high	0.0035
GO:GOBP_PROTEIN_POLYMERIZATION	TLS_VISIUM_USZ::KC3	20	440	0.003	0.722	low-to-high	0.006
GO:GOBP_PROTEIN_POLYUBIQUITINATION	TLS_VISIUM_USZ::KC3	20	440	0.003	0.723	nonmonotonic	0.0096
GO:GOBP_PROTEIN_PROCESSING	TLS_VISIUM_USZ::KC3	20	440	0.0018	0.856	high-to-low	0.0045
GO:GOBP_PROTEIN_RNA_COMPLEX_ORGANIZATION	TLS_VISIUM_USZ::KC3	20	440	0.0045	0.582	flat	0.0072
GO:GOBP_PROTEIN_STABILIZATION	TLS_VISIUM_USZ::KC3	20	440	0.015	0.0853	nonmonotonic	0.0134
GO:GOBP_PROTEIN_TARGETING	TLS_VISIUM_USZ::KC3	20	440	0.0094	0.249	nonmonotonic	0.0063
GO:GOBP_PROTEIN_TARGETING_TO_MITOCHONDRION	TLS_VISIUM_USZ::KC3	20	440	0.0071	0.376	nonmonotonic	0.0157
GO:GOBP_PROTEIN_TRANSPORT	TLS_VISIUM_USZ::KC3	20	440	0.0186	0.0424	high-to-low	0.0054
GO:GOBP_PROTEOLYSIS	TLS_VISIUM_USZ::KC3	20	440	0.0111	0.183	nonmonotonic	0.0037
GO:GOBP_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.0074	0.353	high-to-low	0.0063
GO:GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS	TLS_VISIUM_USZ::KC3	20	440	0.0088	0.275	high-to-low	0.0321
GO:GOBP_PROTON_TRANSMEMBRANE_TRANSPORT	TLS_VISIUM_USZ::KC3	20	440	0.0238	0.0146	high-to-low	0.0201
GO:GOBP_PURINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.0018	0.852	nonmonotonic	0.0034
GO:GOBP_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.013	0.127	nonmonotonic	0.0076
GO:GOBP_PURINE_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.0049	0.544	nonmonotonic	0.0132
GO:GOBP_PYRIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.0016	0.878	high-to-low	0.0048
GO:GOBP_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.0023	0.804	nonmonotonic	0.0065
GO:GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS	TLS_VISIUM_USZ::KC3	20	440	0.0149	0.0872	nonmonotonic	0.0133
GO:GOBP_RECOMBINATIONAL_REPAIR	TLS_VISIUM_USZ::KC3	20	440	0.0271	0.00741	high-to-low	0.0204
GO:GOBP_REGENERATION	TLS_VISIUM_USZ::KC3	20	440	0.0007	0.96	low-to-high	0.0031
GO:GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.0144	0.0975	flat	0.0117
GO:GOBP_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION	TLS_VISIUM_USZ::KC3	20	440	0.012	0.153	nonmonotonic	0.0156
GO:GOBP_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION	TLS_VISIUM_USZ::KC3	20	440	0.0114	0.17	nonmonotonic	0.0162
GO:GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	TLS_VISIUM_USZ::KC3	20	440	0.0245	0.0127	nonmonotonic	0.0204
GO:GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	TLS_VISIUM_USZ::KC3	20	440	0.0047	0.564	nonmonotonic	0.0052
GO:GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_MORPHOGENESIS	TLS_VISIUM_USZ::KC3	20	440	0.0026	0.763	nonmonotonic	0.0027
GO:GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_SIZE	TLS_VISIUM_USZ::KC3	20	440	0.0017	0.863	low-to-high	0.0027
GO:GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC3	20	440	0.0016	0.871	nonmonotonic	0.002
GO:GOBP_REGULATION_OF_AUTOPHAGY	TLS_VISIUM_USZ::KC3	20	440	0.012	0.153	high-to-low	0.012
GO:GOBP_REGULATION_OF_BLOOD_CIRCULATION	TLS_VISIUM_USZ::KC3	20	440	0.0138	0.108	nonmonotonic	0.0091
GO:GOBP_REGULATION_OF_BMP_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC3	20	440	0.0102	0.213	nonmonotonic	0.0157
GO:GOBP_REGULATION_OF_BODY_FLUID_LEVELS	TLS_VISIUM_USZ::KC3	20	440	0.0078	0.332	low-to-high	0.0064
GO:GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC3	20	440	0.0014	0.894	nonmonotonic	0.0044
GO:GOBP_REGULATION_OF_CARTILAGE_DEVELOPMENT	TLS_VISIUM_USZ::KC3	20	440	0.0076	0.343	nonmonotonic	0.0127
GO:GOBP_REGULATION_OF_CATABOLIC_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.0064	0.42	high-to-low	0.0044
GO:GOBP_REGULATION_OF_CATALYTIC_ACTIVITY	TLS_VISIUM_USZ::KC3	20	440	0.0017	0.859	nonmonotonic	0.0024
GO:GOBP_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	TLS_VISIUM_USZ::KC3	20	440	0.0052	0.521	nonmonotonic	0.0106
GO:GOBP_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	TLS_VISIUM_USZ::KC3	20	440	0.0136	0.113	nonmonotonic	0.0188
GO:GOBP_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	TLS_VISIUM_USZ::KC3	20	440	0.0187	0.0414	nonmonotonic	0.0066
GO:GOBP_REGULATION_OF_CELLULAR_COMPONENT_SIZE	TLS_VISIUM_USZ::KC3	20	440	0.0119	0.155	nonmonotonic	0.0059
GO:GOBP_REGULATION_OF_CELLULAR_LOCALIZATION	TLS_VISIUM_USZ::KC3	20	440	0.0135	0.115	nonmonotonic	0.0056
GO:GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS	TLS_VISIUM_USZ::KC3	20	440	0.0093	0.254	nonmonotonic	0.0041
GO:GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_STRESS	TLS_VISIUM_USZ::KC3	20	440	0.0214	0.024	high-to-low	0.0116
GO:GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS	TLS_VISIUM_USZ::KC3	20	440	0.0032	0.704	nonmonotonic	0.0091
GO:GOBP_REGULATION_OF_CELL_ACTIVATION	TLS_VISIUM_USZ::KC3	20	440	0.0239	0.0142	nonmonotonic	0.0095
GO:GOBP_REGULATION_OF_CELL_ADHESION	TLS_VISIUM_USZ::KC3	20	440	0.0197	0.0335	low-to-high	0.0075
GO:GOBP_REGULATION_OF_CELL_CELL_ADHESION	TLS_VISIUM_USZ::KC3	20	440	0.0267	0.00797	flat	0.01
GO:GOBP_REGULATION_OF_CELL_CYCLE	TLS_VISIUM_USZ::KC3	20	440	0.0123	0.144	nonmonotonic	0.005
GO:GOBP_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION	TLS_VISIUM_USZ::KC3	20	440	0.0088	0.277	nonmonotonic	0.0139
GO:GOBP_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	TLS_VISIUM_USZ::KC3	20	440	0.0022	0.809	high-to-low	0.0038
GO:GOBP_REGULATION_OF_CELL_CYCLE_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.0127	0.135	high-to-low	0.0064
GO:GOBP_REGULATION_OF_CELL_DEVELOPMENT	TLS_VISIUM_USZ::KC3	20	440	0.019	0.039	nonmonotonic	0.005
GO:GOBP_REGULATION_OF_CELL_DIFFERENTIATION	TLS_VISIUM_USZ::KC3	20	440	0.012	0.152	low-to-high	0.0035
