program	section	n_foci	n_tum_kept	r2	p	shape	amplitude
GO:GOBP_CELLULAR_RESPONSE_TO_STRESS	TLS_VISIUM_USZ::KC1	7	1088	0.0103	0.0106	nonmonotonic	0.0021
GO:GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON	TLS_VISIUM_USZ::KC1	7	1088	0.0021	0.512	flat	0.0028
GO:GOBP_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS	TLS_VISIUM_USZ::KC1	7	1088	0.0039	0.235	high-to-low	0.0051
GO:GOBP_CELL_ACTIVATION	TLS_VISIUM_USZ::KC1	7	1088	0.0026	0.426	high-to-low	0.0014
GO:GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	TLS_VISIUM_USZ::KC1	7	1088	0.0028	0.38	flat	0.0018
GO:GOBP_CELL_ADHESION	TLS_VISIUM_USZ::KC1	7	1088	0.0027	0.397	nonmonotonic	0.001
GO:GOBP_CELL_CELL_ADHESION	TLS_VISIUM_USZ::KC1	7	1088	0.0031	0.342	nonmonotonic	0.0011
GO:GOBP_CELL_CELL_JUNCTION_ASSEMBLY	TLS_VISIUM_USZ::KC1	7	1088	0.0151	0.000906	nonmonotonic	0.0063
GO:GOBP_CELL_CELL_JUNCTION_ORGANIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0175	0.000262	nonmonotonic	0.005
GO:GOBP_CELL_CELL_SIGNALING	TLS_VISIUM_USZ::KC1	7	1088	0.0062	0.0808	nonmonotonic	0.0012
GO:GOBP_CELL_CHEMOTAXIS	TLS_VISIUM_USZ::KC1	7	1088	0.002	0.543	nonmonotonic	0.0021
GO:GOBP_CELL_CYCLE	TLS_VISIUM_USZ::KC1	7	1088	0.0066	0.0664	low-to-high	0.0016
GO:GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING	TLS_VISIUM_USZ::KC1	7	1088	0.0044	0.189	nonmonotonic	0.003
GO:GOBP_CELL_CYCLE_G1_S_PHASE_TRANSITION	TLS_VISIUM_USZ::KC1	7	1088	0.003	0.348	nonmonotonic	0.0024
GO:GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION	TLS_VISIUM_USZ::KC1	7	1088	0.002	0.529	low-to-high	0.0023
GO:GOBP_CELL_CYCLE_PHASE_TRANSITION	TLS_VISIUM_USZ::KC1	7	1088	0.0034	0.29	nonmonotonic	0.0016
GO:GOBP_CELL_CYCLE_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0006	0.875	nonmonotonic	0.0005
GO:GOBP_CELL_DIVISION	TLS_VISIUM_USZ::KC1	7	1088	0.0039	0.237	flat	0.0013
GO:GOBP_CELL_FATE_COMMITMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0016	0.633	nonmonotonic	0.001
GO:GOBP_CELL_GROWTH	TLS_VISIUM_USZ::KC1	7	1088	0.0008	0.842	nonmonotonic	0.0011
GO:GOBP_CELL_JUNCTION_ASSEMBLY	TLS_VISIUM_USZ::KC1	7	1088	0.0193	9.94e-05	flat	0.0034
GO:GOBP_CELL_JUNCTION_ORGANIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0058	0.0982	nonmonotonic	0.0018
GO:GOBP_CELL_KILLING	TLS_VISIUM_USZ::KC1	7	1088	0.0006	0.874	high-to-low	0.0011
GO:GOBP_CELL_MATRIX_ADHESION	TLS_VISIUM_USZ::KC1	7	1088	0.0049	0.151	nonmonotonic	0.0064
GO:GOBP_CELL_MORPHOGENESIS	TLS_VISIUM_USZ::KC1	7	1088	0.0102	0.0109	nonmonotonic	0.0023
GO:GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION	TLS_VISIUM_USZ::KC1	7	1088	0.0011	0.746	nonmonotonic	0.0011
GO:GOBP_CELL_MOTILITY	TLS_VISIUM_USZ::KC1	7	1088	0.0019	0.559	nonmonotonic	0.0008
GO:GOBP_CELL_PROJECTION_ASSEMBLY	TLS_VISIUM_USZ::KC1	7	1088	0.0007	0.854	nonmonotonic	0.0008
GO:GOBP_CELL_PROJECTION_MORPHOGENESIS	TLS_VISIUM_USZ::KC1	7	1088	0.0052	0.127	nonmonotonic	0.0015
GO:GOBP_CELL_PROJECTION_ORGANIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.003	0.354	nonmonotonic	0.0009
GO:GOBP_CELL_SUBSTRATE_ADHESION	TLS_VISIUM_USZ::KC1	7	1088	0.0014	0.673	flat	0.0014
GO:GOBP_CELL_SUBSTRATE_JUNCTION_ORGANIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0112	0.00675	nonmonotonic	0.0114
GO:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC1	7	1088	0.0004	0.926	nonmonotonic	0.0008
GO:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC1	7	1088	0.0131	0.00247	nonmonotonic	0.0026
GO:GOBP_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT	TLS_VISIUM_USZ::KC1	7	1088	0.0086	0.0253	high-to-low	0.0064
GO:GOBP_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0022	0.491	nonmonotonic	0.0014
GO:GOBP_CHEMICAL_HOMEOSTASIS	TLS_VISIUM_USZ::KC1	7	1088	0.0068	0.059	flat	0.0015
GO:GOBP_CHONDROCYTE_DIFFERENTIATION	TLS_VISIUM_USZ::KC1	7	1088	0.0026	0.414	high-to-low	0.0033
GO:GOBP_CHROMATIN_ORGANIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0097	0.0141	nonmonotonic	0.0028
GO:GOBP_CHROMATIN_REMODELING	TLS_VISIUM_USZ::KC1	7	1088	0.0104	0.0101	nonmonotonic	0.0033
GO:GOBP_CHROMOSOME_LOCALIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0014	0.673	low-to-high	0.0019
GO:GOBP_CHROMOSOME_ORGANIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0022	0.498	nonmonotonic	0.0016
GO:GOBP_CHROMOSOME_SEGREGATION	TLS_VISIUM_USZ::KC1	7	1088	0.0014	0.685	nonmonotonic	0.0009
GO:GOBP_CHROMOSOME_SEPARATION	TLS_VISIUM_USZ::KC1	7	1088	0.0031	0.333	nonmonotonic	0.0028
GO:GOBP_CIRCULATORY_SYSTEM_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0031	0.345	nonmonotonic	0.0013
GO:GOBP_CIRCULATORY_SYSTEM_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0009	0.803	high-to-low	0.0008
GO:GOBP_COLLAGEN_CATABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0004	0.927	nonmonotonic	0.0017
GO:GOBP_COLLAGEN_FIBRIL_ORGANIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0018	0.585	high-to-low	0.005
GO:GOBP_COLLAGEN_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0109	0.00779	nonmonotonic	0.0108
GO:GOBP_COMPLEMENT_ACTIVATION_CLASSICAL_PATHWAY	TLS_VISIUM_USZ::KC1	7	1088	0.0058	0.0963	nonmonotonic	0.0184
GO:GOBP_CONNECTIVE_TISSUE_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0017	0.598	nonmonotonic	0.0019
GO:GOBP_CYTOKINESIS	TLS_VISIUM_USZ::KC1	7	1088	0.0059	0.0931	low-to-high	0.0043
GO:GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC1	7	1088	0.004	0.222	nonmonotonic	0.0018
GO:GOBP_CYTOKINE_PRODUCTION	TLS_VISIUM_USZ::KC1	7	1088	0.0038	0.244	nonmonotonic	0.002
GO:GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	TLS_VISIUM_USZ::KC1	7	1088	0.01	0.0124	high-to-low	0.0087
GO:GOBP_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC1	7	1088	0.0056	0.11	high-to-low	0.0053
GO:GOBP_CYTOPLASMIC_TRANSLATION	TLS_VISIUM_USZ::KC1	7	1088	0.0135	0.0021	nonmonotonic	0.0188
GO:GOBP_CYTOSKELETON_ORGANIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.004	0.231	nonmonotonic	0.0012
GO:GOBP_DEFENSE_RESPONSE_TO_BACTERIUM	TLS_VISIUM_USZ::KC1	7	1088	0.0017	0.609	nonmonotonic	0.0016
GO:GOBP_DEFENSE_RESPONSE_TO_OTHER_ORGANISM	TLS_VISIUM_USZ::KC1	7	1088	0.0077	0.0379	nonmonotonic	0.0025
GO:GOBP_DEFENSE_RESPONSE_TO_SYMBIONT	TLS_VISIUM_USZ::KC1	7	1088	0.0145	0.00125	high-to-low	0.0034
GO:GOBP_DEFENSE_RESPONSE_TO_VIRUS	TLS_VISIUM_USZ::KC1	7	1088	0.0005	0.897	flat	0.0012
GO:GOBP_DETOXIFICATION	TLS_VISIUM_USZ::KC1	7	1088	0.003	0.353	nonmonotonic	0.0037
GO:GOBP_DEVELOPMENTAL_GROWTH	TLS_VISIUM_USZ::KC1	7	1088	0.0023	0.473	flat	0.0015
GO:GOBP_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS	TLS_VISIUM_USZ::KC1	7	1088	0.0047	0.167	nonmonotonic	0.003
GO:GOBP_DEVELOPMENTAL_MATURATION	TLS_VISIUM_USZ::KC1	7	1088	0.0066	0.0651	nonmonotonic	0.0026
GO:GOBP_DEVELOPMENTAL_PROCESS_INVOLVED_IN_REPRODUCTION	TLS_VISIUM_USZ::KC1	7	1088	0.0155	0.000743	nonmonotonic	0.0026
GO:GOBP_DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS	TLS_VISIUM_USZ::KC1	7	1088	0.0217	2.69e-05	nonmonotonic	0.0056
GO:GOBP_DICARBOXYLIC_ACID_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0009	0.82	nonmonotonic	0.0019
GO:GOBP_DIGESTIVE_SYSTEM_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0032	0.329	nonmonotonic	0.0032
GO:GOBP_DNA_BIOSYNTHETIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.005	0.144	nonmonotonic	0.0056
GO:GOBP_DNA_DAMAGE_RESPONSE	TLS_VISIUM_USZ::KC1	7	1088	0.0001	0.994	flat	0.0002
GO:GOBP_DNA_INTEGRITY_CHECKPOINT_SIGNALING	TLS_VISIUM_USZ::KC1	7	1088	0.0056	0.108	nonmonotonic	0.004
GO:GOBP_DNA_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0067	0.0637	nonmonotonic	0.0022
GO:GOBP_DNA_RECOMBINATION	TLS_VISIUM_USZ::KC1	7	1088	0.0047	0.164	flat	0.0026
GO:GOBP_DNA_REPAIR	TLS_VISIUM_USZ::KC1	7	1088	0.0011	0.762	nonmonotonic	0.0013
GO:GOBP_DNA_REPLICATION	TLS_VISIUM_USZ::KC1	7	1088	0.0009	0.794	nonmonotonic	0.0014
GO:GOBP_DNA_STRAND_ELONGATION	TLS_VISIUM_USZ::KC1	7	1088	0.0025	0.431	flat	0.0076
GO:GOBP_DNA_STRAND_ELONGATION_INVOLVED_IN_DNA_REPLICATION	TLS_VISIUM_USZ::KC1	7	1088	0.0003	0.963	nonmonotonic	0.0019
GO:GOBP_DNA_TEMPLATED_DNA_REPLICATION	TLS_VISIUM_USZ::KC1	7	1088	0.0002	0.978	nonmonotonic	0.0005
GO:GOBP_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	TLS_VISIUM_USZ::KC1	7	1088	0.007	0.0553	low-to-high	0.0049
GO:GOBP_DOUBLE_STRAND_BREAK_REPAIR	TLS_VISIUM_USZ::KC1	7	1088	0.0002	0.983	nonmonotonic	0.0004
GO:GOBP_EAR_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.001	0.78	nonmonotonic	0.0009
GO:GOBP_EAR_MORPHOGENESIS	TLS_VISIUM_USZ::KC1	7	1088	0.0018	0.584	nonmonotonic	0.0017
GO:GOBP_ELECTRON_TRANSPORT_CHAIN	TLS_VISIUM_USZ::KC1	7	1088	0.0014	0.683	nonmonotonic	0.0055
GO:GOBP_EMBRYONIC_MORPHOGENESIS	TLS_VISIUM_USZ::KC1	7	1088	0.005	0.143	low-to-high	0.002
GO:GOBP_EMBRYONIC_ORGAN_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0044	0.193	low-to-high	0.0022
GO:GOBP_EMBRYONIC_ORGAN_MORPHOGENESIS	TLS_VISIUM_USZ::KC1	7	1088	0.0005	0.909	low-to-high	0.0009
GO:GOBP_EMBRYO_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0023	0.481	nonmonotonic	0.0009
GO:GOBP_EMBRYO_DEVELOPMENT_ENDING_IN_BIRTH_OR_EGG_HATCHING	TLS_VISIUM_USZ::KC1	7	1088	0.0039	0.238	nonmonotonic	0.0014
GO:GOBP_ENDOCYTOSIS	TLS_VISIUM_USZ::KC1	7	1088	0.0036	0.274	nonmonotonic	0.002
GO:GOBP_ENDOMEMBRANE_SYSTEM_ORGANIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0051	0.136	low-to-high	0.0032
GO:GOBP_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	TLS_VISIUM_USZ::KC1	7	1088	0.0077	0.0395	low-to-high	0.0113
GO:GOBP_ENDOSOMAL_TRANSPORT	TLS_VISIUM_USZ::KC1	7	1088	0.0027	0.402	nonmonotonic	0.0033
GO:GOBP_ENDOTHELIAL_CELL_MIGRATION	TLS_VISIUM_USZ::KC1	7	1088	0.0148	0.00104	nonmonotonic	0.0099
GO:GOBP_ENDOTHELIAL_CELL_PROLIFERATION	TLS_VISIUM_USZ::KC1	7	1088	0.0027	0.398	high-to-low	0.0034
GO:GOBP_ENDOTHELIUM_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0094	0.0169	flat	0.0075
GO:GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS	TLS_VISIUM_USZ::KC1	7	1088	0.0052	0.131	nonmonotonic	0.0049
GO:GOBP_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC1	7	1088	0.0083	0.0292	nonmonotonic	0.0021
GO:GOBP_EPIDERMAL_CELL_DIFFERENTIATION	TLS_VISIUM_USZ::KC1	7	1088	0.0073	0.0483	flat	0.0041
GO:GOBP_EPIDERMIS_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0007	0.847	nonmonotonic	0.0008
GO:GOBP_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION	TLS_VISIUM_USZ::KC1	7	1088	0.0024	0.464	nonmonotonic	0.0027
GO:GOBP_EPITHELIAL_CELL_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0068	0.0602	flat	0.0046
GO:GOBP_EPITHELIAL_CELL_DIFFERENTIATION	TLS_VISIUM_USZ::KC1	7	1088	0.0029	0.366	nonmonotonic	0.0013
GO:GOBP_EPITHELIAL_CELL_PROLIFERATION	TLS_VISIUM_USZ::KC1	7	1088	0.0028	0.381	flat	0.0022
GO:GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	TLS_VISIUM_USZ::KC1	7	1088	0.0016	0.625	high-to-low	0.0021
GO:GOBP_EPITHELIAL_TUBE_MORPHOGENESIS	TLS_VISIUM_USZ::KC1	7	1088	0.0033	0.307	nonmonotonic	0.0025
GO:GOBP_EPITHELIUM_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0069	0.0567	nonmonotonic	0.0014
GO:GOBP_ERK1_AND_ERK2_CASCADE	TLS_VISIUM_USZ::KC1	7	1088	0.006	0.0874	nonmonotonic	0.0044
GO:GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0061	0.083	low-to-high	0.0025
GO:GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0002	0.973	flat	0.0003
GO:GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	TLS_VISIUM_USZ::KC1	7	1088	0.0101	0.0114	low-to-high	0.0086
GO:GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE	TLS_VISIUM_USZ::KC1	7	1088	0.0024	0.457	nonmonotonic	0.0023
GO:GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0105	0.00954	high-to-low	0.0075
GO:GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY	TLS_VISIUM_USZ::KC1	7	1088	0.0061	0.0838	flat	0.0032
GO:GOBP_EXOCYTOSIS	TLS_VISIUM_USZ::KC1	7	1088	0.0022	0.489	nonmonotonic	0.0014
GO:GOBP_EXPORT_FROM_CELL	TLS_VISIUM_USZ::KC1	7	1088	0.008	0.0333	flat	0.0017
GO:GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0034	0.299	nonmonotonic	0.0029
GO:GOBP_FACE_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0059	0.093	high-to-low	0.008
GO:GOBP_FATTY_ACID_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0006	0.89	low-to-high	0.001
GO:GOBP_FERTILIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0016	0.629	nonmonotonic	0.0021
GO:GOBP_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC1	7	1088	0.0059	0.0916	flat	0.0043
GO:GOBP_FOCAL_ADHESION_ASSEMBLY	TLS_VISIUM_USZ::KC1	7	1088	0.0064	0.0726	nonmonotonic	0.0096
GO:GOBP_FORMATION_OF_PRIMARY_GERM_LAYER	TLS_VISIUM_USZ::KC1	7	1088	0.0066	0.0649	flat	0.0048
GO:GOBP_GAMETE_GENERATION	TLS_VISIUM_USZ::KC1	7	1088	0.0036	0.265	low-to-high	0.0014
GO:GOBP_GENERATION_OF_NEURONS	TLS_VISIUM_USZ::KC1	7	1088	0.002	0.538	nonmonotonic	0.0007
GO:GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	TLS_VISIUM_USZ::KC1	7	1088	0.0007	0.86	flat	0.0017
GO:GOBP_GLAND_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0026	0.42	nonmonotonic	0.0014
GO:GOBP_GLIAL_CELL_DIFFERENTIATION	TLS_VISIUM_USZ::KC1	7	1088	0.004	0.228	nonmonotonic	0.0024
GO:GOBP_GLOMERULUS_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0059	0.0909	nonmonotonic	0.006
GO:GOBP_GLUCOSE_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0033	0.316	flat	0.0043
GO:GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0021	0.507	nonmonotonic	0.0024
GO:GOBP_GLYCEROLIPID_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0002	0.978	flat	0.0005
GO:GOBP_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0048	0.157	flat	0.0036
GO:GOBP_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0047	0.163	high-to-low	0.0027
GO:GOBP_GLYCOPROTEIN_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0032	0.322	high-to-low	0.0022
GO:GOBP_GLYCOSYLATION	TLS_VISIUM_USZ::KC1	7	1088	0.0008	0.834	high-to-low	0.0016
GO:GOBP_GOLGI_VESICLE_TRANSPORT	TLS_VISIUM_USZ::KC1	7	1088	0.0088	0.0226	flat	0.0055
GO:GOBP_GRANULOCYTE_CHEMOTAXIS	TLS_VISIUM_USZ::KC1	7	1088	0.0027	0.409	nonmonotonic	0.0023
GO:GOBP_GRANULOCYTE_MIGRATION	TLS_VISIUM_USZ::KC1	7	1088	0.0092	0.0188	nonmonotonic	0.0051
GO:GOBP_GROWTH	TLS_VISIUM_USZ::KC1	7	1088	0.0088	0.0222	flat	0.0019
GO:GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC1	7	1088	0.0039	0.24	nonmonotonic	0.0006
GO:GOBP_HEAD_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0062	0.0796	nonmonotonic	0.0019
GO:GOBP_HEART_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0025	0.441	nonmonotonic	0.0015
GO:GOBP_HEART_MORPHOGENESIS	TLS_VISIUM_USZ::KC1	7	1088	0.0017	0.608	high-to-low	0.0019
GO:GOBP_HEART_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0037	0.265	nonmonotonic	0.0023
GO:GOBP_HEMOPOIESIS	TLS_VISIUM_USZ::KC1	7	1088	0.0018	0.59	flat	0.0014
GO:GOBP_HINDBRAIN_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0012	0.739	low-to-high	0.0015
GO:GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS	TLS_VISIUM_USZ::KC1	7	1088	0.0048	0.159	low-to-high	0.0031
GO:GOBP_HOMEOSTATIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0062	0.0815	low-to-high	0.0015
GO:GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	TLS_VISIUM_USZ::KC1	7	1088	0.002	0.536	flat	0.0026
GO:GOBP_HORMONE_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0106	0.00925	nonmonotonic	0.0041
GO:GOBP_HORMONE_TRANSPORT	TLS_VISIUM_USZ::KC1	7	1088	0.0028	0.377	flat	0.0012
GO:GOBP_HUMORAL_IMMUNE_RESPONSE	TLS_VISIUM_USZ::KC1	7	1088	0.0023	0.484	high-to-low	0.0024
GO:GOBP_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN	TLS_VISIUM_USZ::KC1	7	1088	0.0038	0.248	nonmonotonic	0.0065
GO:GOBP_IMMUNE_EFFECTOR_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0258	3.13e-06	nonmonotonic	0.0063
GO:GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC1	7	1088	0.0055	0.115	flat	0.0032
GO:GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC1	7	1088	0.0046	0.172	nonmonotonic	0.0018
GO:GOBP_IMPORT_INTO_CELL	TLS_VISIUM_USZ::KC1	7	1088	0.0022	0.496	high-to-low	0.0013
GO:GOBP_IMPORT_INTO_NUCLEUS	TLS_VISIUM_USZ::KC1	7	1088	0.0071	0.0515	nonmonotonic	0.0055
GO:GOBP_INFLAMMATORY_RESPONSE	TLS_VISIUM_USZ::KC1	7	1088	0.0118	0.00485	nonmonotonic	0.0034
GO:GOBP_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORT	TLS_VISIUM_USZ::KC1	7	1088	0.0043	0.198	nonmonotonic	0.0022
GO:GOBP_INORGANIC_ION_HOMEOSTASIS	TLS_VISIUM_USZ::KC1	7	1088	0.0111	0.00703	flat	0.0027
GO:GOBP_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	TLS_VISIUM_USZ::KC1	7	1088	0.0052	0.132	nonmonotonic	0.0042
GO:GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC1	7	1088	0.0014	0.68	flat	0.0034
GO:GOBP_INTERFERON_BETA_PRODUCTION	TLS_VISIUM_USZ::KC1	7	1088	0.0096	0.0147	nonmonotonic	0.012
GO:GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC1	7	1088	0.0055	0.113	nonmonotonic	0.0063
GO:GOBP_INTERLEUKIN_6_PRODUCTION	TLS_VISIUM_USZ::KC1	7	1088	0.0176	0.000242	nonmonotonic	0.007
GO:GOBP_INTRACELLULAR_MONOATOMIC_ION_HOMEOSTASIS	TLS_VISIUM_USZ::KC1	7	1088	0.0081	0.0316	nonmonotonic	0.0029
GO:GOBP_INTRACELLULAR_PROTEIN_TRANSPORT	TLS_VISIUM_USZ::KC1	7	1088	0.0026	0.427	nonmonotonic	0.0023
GO:GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC1	7	1088	0.0018	0.573	nonmonotonic	0.002
GO:GOBP_INTRACELLULAR_TRANSPORT	TLS_VISIUM_USZ::KC1	7	1088	0.0065	0.0698	nonmonotonic	0.0022
GO:GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC1	7	1088	0.0028	0.391	nonmonotonic	0.0041
GO:GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0005	0.899	flat	0.0009
GO:GOBP_LEUKOCYTE_APOPTOTIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.002	0.547	nonmonotonic	0.0037
GO:GOBP_LEUKOCYTE_CELL_CELL_ADHESION	TLS_VISIUM_USZ::KC1	7	1088	0.0082	0.0304	nonmonotonic	0.0049
GO:GOBP_LEUKOCYTE_CHEMOTAXIS	TLS_VISIUM_USZ::KC1	7	1088	0.0029	0.363	nonmonotonic	0.0022
GO:GOBP_LEUKOCYTE_DIFFERENTIATION	TLS_VISIUM_USZ::KC1	7	1088	0.0051	0.136	nonmonotonic	0.0023
GO:GOBP_LEUKOCYTE_MEDIATED_IMMUNITY	TLS_VISIUM_USZ::KC1	7	1088	0.0252	4.22e-06	flat	0.0068
GO:GOBP_LEUKOCYTE_MIGRATION	TLS_VISIUM_USZ::KC1	7	1088	0.0167	0.000386	nonmonotonic	0.0039
GO:GOBP_LEUKOCYTE_PROLIFERATION	TLS_VISIUM_USZ::KC1	7	1088	0.004	0.223	nonmonotonic	0.0024
GO:GOBP_LIPID_BIOSYNTHETIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0036	0.267	nonmonotonic	0.0012
GO:GOBP_LIPID_CATABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0054	0.118	flat	0.003
GO:GOBP_LIPID_LOCALIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.001	0.772	high-to-low	0.0013
GO:GOBP_LIPID_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0022	0.487	flat	0.0008
