program	section	n_foci	n_tum_kept	r2	p	shape	amplitude
GO:GOBP_CELL_CYCLE_G1_S_PHASE_TRANSITION	TLS_VISIUM_USZ::KC1	7	1088	0.0035	0.284	nonmonotonic	0.0017
GO:GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION	TLS_VISIUM_USZ::KC1	7	1088	0.0018	0.593	low-to-high	0.0015
GO:GOBP_CELL_CYCLE_PHASE_TRANSITION	TLS_VISIUM_USZ::KC1	7	1088	0.0032	0.325	nonmonotonic	0.0011
GO:GOBP_CELL_CYCLE_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0014	0.69	nonmonotonic	0.0005
GO:GOBP_CELL_DIVISION	TLS_VISIUM_USZ::KC1	7	1088	0.0013	0.71	nonmonotonic	0.0006
GO:GOBP_CELL_FATE_COMMITMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0008	0.834	flat	0.0005
GO:GOBP_CELL_GROWTH	TLS_VISIUM_USZ::KC1	7	1088	0.0016	0.64	nonmonotonic	0.001
GO:GOBP_CELL_JUNCTION_ASSEMBLY	TLS_VISIUM_USZ::KC1	7	1088	0.0118	0.00495	flat	0.0017
GO:GOBP_CELL_JUNCTION_ORGANIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0076	0.0409	high-to-low	0.0014
GO:GOBP_CELL_KILLING	TLS_VISIUM_USZ::KC1	7	1088	0.0023	0.468	high-to-low	0.0015
GO:GOBP_CELL_MATRIX_ADHESION	TLS_VISIUM_USZ::KC1	7	1088	0.0032	0.326	flat	0.0027
GO:GOBP_CELL_MORPHOGENESIS	TLS_VISIUM_USZ::KC1	7	1088	0.0073	0.0467	nonmonotonic	0.0011
GO:GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION	TLS_VISIUM_USZ::KC1	7	1088	0.0016	0.623	low-to-high	0.0007
GO:GOBP_CELL_MOTILITY	TLS_VISIUM_USZ::KC1	7	1088	0.0049	0.152	nonmonotonic	0.0008
GO:GOBP_CELL_PROJECTION_ASSEMBLY	TLS_VISIUM_USZ::KC1	7	1088	0.0016	0.638	high-to-low	0.001
GO:GOBP_CELL_PROJECTION_MORPHOGENESIS	TLS_VISIUM_USZ::KC1	7	1088	0.0022	0.491	nonmonotonic	0.0007
GO:GOBP_CELL_PROJECTION_ORGANIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0026	0.416	nonmonotonic	0.0005
GO:GOBP_CELL_SUBSTRATE_ADHESION	TLS_VISIUM_USZ::KC1	7	1088	0.001	0.771	flat	0.0011
GO:GOBP_CELL_SUBSTRATE_JUNCTION_ORGANIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0062	0.0806	nonmonotonic	0.0052
GO:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC1	7	1088	0.0003	0.963	flat	0.0005
GO:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC1	7	1088	0.0085	0.0265	flat	0.0014
GO:GOBP_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT	TLS_VISIUM_USZ::KC1	7	1088	0.0081	0.0324	high-to-low	0.0042
GO:GOBP_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0035	0.28	high-to-low	0.0009
GO:GOBP_CHEMICAL_HOMEOSTASIS	TLS_VISIUM_USZ::KC1	7	1088	0.0024	0.449	flat	0.0008
GO:GOBP_CHONDROCYTE_DIFFERENTIATION	TLS_VISIUM_USZ::KC1	7	1088	0.0022	0.487	high-to-low	0.0021
GO:GOBP_CHROMATIN_ORGANIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0076	0.0407	nonmonotonic	0.0016
GO:GOBP_CHROMATIN_REMODELING	TLS_VISIUM_USZ::KC1	7	1088	0.008	0.0332	nonmonotonic	0.0019
GO:GOBP_CHROMOSOME_LOCALIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0014	0.685	low-to-high	0.0013
GO:GOBP_CHROMOSOME_ORGANIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0022	0.486	nonmonotonic	0.0011
GO:GOBP_CHROMOSOME_SEGREGATION	TLS_VISIUM_USZ::KC1	7	1088	0.0016	0.631	nonmonotonic	0.0007
GO:GOBP_CHROMOSOME_SEPARATION	TLS_VISIUM_USZ::KC1	7	1088	0.003	0.347	nonmonotonic	0.0019
GO:GOBP_CIRCULATORY_SYSTEM_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0037	0.263	nonmonotonic	0.0008
GO:GOBP_CIRCULATORY_SYSTEM_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0004	0.93	high-to-low	0.0004
GO:GOBP_COLLAGEN_CATABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0006	0.886	nonmonotonic	0.0013
GO:GOBP_COLLAGEN_FIBRIL_ORGANIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0038	0.252	nonmonotonic	0.004
GO:GOBP_COLLAGEN_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0111	0.00712	nonmonotonic	0.0061
GO:GOBP_COMPLEMENT_ACTIVATION_CLASSICAL_PATHWAY	TLS_VISIUM_USZ::KC1	7	1088	0.0113	0.00632	nonmonotonic	0.0126
GO:GOBP_CONNECTIVE_TISSUE_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0009	0.807	high-to-low	0.0009
GO:GOBP_CYTOKINESIS	TLS_VISIUM_USZ::KC1	7	1088	0.0047	0.165	low-to-high	0.0026
GO:GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC1	7	1088	0.0026	0.427	nonmonotonic	0.0009
GO:GOBP_CYTOKINE_PRODUCTION	TLS_VISIUM_USZ::KC1	7	1088	0.0048	0.159	nonmonotonic	0.0012
GO:GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	TLS_VISIUM_USZ::KC1	7	1088	0.0086	0.0251	nonmonotonic	0.0052
GO:GOBP_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC1	7	1088	0.0061	0.0861	high-to-low	0.0038
GO:GOBP_CYTOPLASMIC_TRANSLATION	TLS_VISIUM_USZ::KC1	7	1088	0.004	0.224	nonmonotonic	0.0048
GO:GOBP_CYTOSKELETON_ORGANIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0014	0.666	nonmonotonic	0.0004
GO:GOBP_DEFENSE_RESPONSE_TO_BACTERIUM	TLS_VISIUM_USZ::KC1	7	1088	0.0038	0.246	high-to-low	0.0015
GO:GOBP_DEFENSE_RESPONSE_TO_OTHER_ORGANISM	TLS_VISIUM_USZ::KC1	7	1088	0.0111	0.00718	nonmonotonic	0.0018
GO:GOBP_DEFENSE_RESPONSE_TO_SYMBIONT	TLS_VISIUM_USZ::KC1	7	1088	0.0215	3.09e-05	high-to-low	0.0026
GO:GOBP_DEFENSE_RESPONSE_TO_VIRUS	TLS_VISIUM_USZ::KC1	7	1088	0.0003	0.958	high-to-low	0.0007
GO:GOBP_DETOXIFICATION	TLS_VISIUM_USZ::KC1	7	1088	0.0022	0.501	nonmonotonic	0.0018
GO:GOBP_DEVELOPMENTAL_GROWTH	TLS_VISIUM_USZ::KC1	7	1088	0.0039	0.24	flat	0.0012
GO:GOBP_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS	TLS_VISIUM_USZ::KC1	7	1088	0.0059	0.092	nonmonotonic	0.0023
GO:GOBP_DEVELOPMENTAL_MATURATION	TLS_VISIUM_USZ::KC1	7	1088	0.0083	0.0285	nonmonotonic	0.002
GO:GOBP_DEVELOPMENTAL_PROCESS_INVOLVED_IN_REPRODUCTION	TLS_VISIUM_USZ::KC1	7	1088	0.0094	0.0169	nonmonotonic	0.0013
GO:GOBP_DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS	TLS_VISIUM_USZ::KC1	7	1088	0.0164	0.000451	nonmonotonic	0.0031
GO:GOBP_DICARBOXYLIC_ACID_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0007	0.864	nonmonotonic	0.0012
GO:GOBP_DIGESTIVE_SYSTEM_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0029	0.374	nonmonotonic	0.0018
GO:GOBP_DNA_BIOSYNTHETIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0044	0.191	nonmonotonic	0.0037
GO:GOBP_DNA_DAMAGE_RESPONSE	TLS_VISIUM_USZ::KC1	7	1088	0.0004	0.923	nonmonotonic	0.0004
GO:GOBP_DNA_INTEGRITY_CHECKPOINT_SIGNALING	TLS_VISIUM_USZ::KC1	7	1088	0.006	0.0896	low-to-high	0.003
GO:GOBP_DNA_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0044	0.185	nonmonotonic	0.0013
GO:GOBP_DNA_RECOMBINATION	TLS_VISIUM_USZ::KC1	7	1088	0.0032	0.32	flat	0.0014
GO:GOBP_DNA_REPAIR	TLS_VISIUM_USZ::KC1	7	1088	0.0023	0.476	nonmonotonic	0.0009
GO:GOBP_DNA_REPLICATION	TLS_VISIUM_USZ::KC1	7	1088	0.0006	0.889	flat	0.0007
GO:GOBP_DNA_STRAND_ELONGATION	TLS_VISIUM_USZ::KC1	7	1088	0.0023	0.466	flat	0.0046
GO:GOBP_DNA_STRAND_ELONGATION_INVOLVED_IN_DNA_REPLICATION	TLS_VISIUM_USZ::KC1	7	1088	0.0002	0.968	nonmonotonic	0.0014
GO:GOBP_DNA_TEMPLATED_DNA_REPLICATION	TLS_VISIUM_USZ::KC1	7	1088	0.0001	0.993	nonmonotonic	0.0002
GO:GOBP_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	TLS_VISIUM_USZ::KC1	7	1088	0.0059	0.0944	low-to-high	0.003
GO:GOBP_DOUBLE_STRAND_BREAK_REPAIR	TLS_VISIUM_USZ::KC1	7	1088	0.0001	0.984	nonmonotonic	0.0003
GO:GOBP_EAR_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.001	0.77	nonmonotonic	0.0007
GO:GOBP_EAR_MORPHOGENESIS	TLS_VISIUM_USZ::KC1	7	1088	0.0014	0.685	nonmonotonic	0.001
GO:GOBP_ELECTRON_TRANSPORT_CHAIN	TLS_VISIUM_USZ::KC1	7	1088	0.0007	0.859	flat	0.0022
GO:GOBP_EMBRYONIC_MORPHOGENESIS	TLS_VISIUM_USZ::KC1	7	1088	0.0016	0.617	low-to-high	0.0007
GO:GOBP_EMBRYONIC_ORGAN_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0028	0.382	low-to-high	0.0012
GO:GOBP_EMBRYONIC_ORGAN_MORPHOGENESIS	TLS_VISIUM_USZ::KC1	7	1088	0.0006	0.883	nonmonotonic	0.0005
GO:GOBP_EMBRYO_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0031	0.343	nonmonotonic	0.0008
GO:GOBP_EMBRYO_DEVELOPMENT_ENDING_IN_BIRTH_OR_EGG_HATCHING	TLS_VISIUM_USZ::KC1	7	1088	0.0042	0.202	nonmonotonic	0.001
GO:GOBP_ENDOCYTOSIS	TLS_VISIUM_USZ::KC1	7	1088	0.0024	0.449	high-to-low	0.0013
GO:GOBP_ENDOMEMBRANE_SYSTEM_ORGANIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0056	0.108	low-to-high	0.0021
GO:GOBP_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	TLS_VISIUM_USZ::KC1	7	1088	0.0081	0.0318	nonmonotonic	0.0074
GO:GOBP_ENDOSOMAL_TRANSPORT	TLS_VISIUM_USZ::KC1	7	1088	0.0041	0.22	nonmonotonic	0.003
GO:GOBP_ENDOTHELIAL_CELL_MIGRATION	TLS_VISIUM_USZ::KC1	7	1088	0.0143	0.00133	nonmonotonic	0.0054
GO:GOBP_ENDOTHELIAL_CELL_PROLIFERATION	TLS_VISIUM_USZ::KC1	7	1088	0.0039	0.242	high-to-low	0.0025
GO:GOBP_ENDOTHELIUM_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0097	0.0146	flat	0.0051
GO:GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS	TLS_VISIUM_USZ::KC1	7	1088	0.0035	0.284	nonmonotonic	0.0026
GO:GOBP_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC1	7	1088	0.0034	0.291	nonmonotonic	0.0009
GO:GOBP_EPIDERMAL_CELL_DIFFERENTIATION	TLS_VISIUM_USZ::KC1	7	1088	0.0068	0.06	nonmonotonic	0.0024
GO:GOBP_EPIDERMIS_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0002	0.98	flat	0.0002
GO:GOBP_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION	TLS_VISIUM_USZ::KC1	7	1088	0.0026	0.416	low-to-high	0.0018
GO:GOBP_EPITHELIAL_CELL_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0056	0.11	nonmonotonic	0.0028
GO:GOBP_EPITHELIAL_CELL_DIFFERENTIATION	TLS_VISIUM_USZ::KC1	7	1088	0.0029	0.363	nonmonotonic	0.0008
GO:GOBP_EPITHELIAL_CELL_PROLIFERATION	TLS_VISIUM_USZ::KC1	7	1088	0.0024	0.452	flat	0.0013
GO:GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	TLS_VISIUM_USZ::KC1	7	1088	0.0014	0.666	high-to-low	0.0013
GO:GOBP_EPITHELIAL_TUBE_MORPHOGENESIS	TLS_VISIUM_USZ::KC1	7	1088	0.0037	0.264	nonmonotonic	0.0018
GO:GOBP_EPITHELIUM_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0051	0.133	nonmonotonic	0.0008
GO:GOBP_ERK1_AND_ERK2_CASCADE	TLS_VISIUM_USZ::KC1	7	1088	0.0043	0.198	flat	0.0018
GO:GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0045	0.183	low-to-high	0.0016
GO:GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0005	0.898	flat	0.0003
GO:GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	TLS_VISIUM_USZ::KC1	7	1088	0.0048	0.158	low-to-high	0.0034
GO:GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE	TLS_VISIUM_USZ::KC1	7	1088	0.0016	0.634	nonmonotonic	0.0012
GO:GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0111	0.00716	high-to-low	0.0053
GO:GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY	TLS_VISIUM_USZ::KC1	7	1088	0.008	0.0339	flat	0.0023
GO:GOBP_EXOCYTOSIS	TLS_VISIUM_USZ::KC1	7	1088	0.0018	0.583	nonmonotonic	0.0009
GO:GOBP_EXPORT_FROM_CELL	TLS_VISIUM_USZ::KC1	7	1088	0.0077	0.0382	nonmonotonic	0.0011
GO:GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0033	0.312	nonmonotonic	0.0018
GO:GOBP_FACE_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0051	0.137	high-to-low	0.0051
GO:GOBP_FATTY_ACID_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0006	0.887	low-to-high	0.0006
GO:GOBP_FERTILIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0006	0.879	nonmonotonic	0.0008
GO:GOBP_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC1	7	1088	0.0032	0.328	nonmonotonic	0.0026
GO:GOBP_FOCAL_ADHESION_ASSEMBLY	TLS_VISIUM_USZ::KC1	7	1088	0.0063	0.0766	nonmonotonic	0.0054
GO:GOBP_FORMATION_OF_PRIMARY_GERM_LAYER	TLS_VISIUM_USZ::KC1	7	1088	0.0038	0.244	nonmonotonic	0.0023
GO:GOBP_GAMETE_GENERATION	TLS_VISIUM_USZ::KC1	7	1088	0.0026	0.413	low-to-high	0.0008
GO:GOBP_GENERATION_OF_NEURONS	TLS_VISIUM_USZ::KC1	7	1088	0.0036	0.269	nonmonotonic	0.0006
GO:GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	TLS_VISIUM_USZ::KC1	7	1088	0.0004	0.942	flat	0.0007
GO:GOBP_GLAND_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0014	0.669	nonmonotonic	0.0007
GO:GOBP_GLIAL_CELL_DIFFERENTIATION	TLS_VISIUM_USZ::KC1	7	1088	0.0029	0.367	nonmonotonic	0.0014
GO:GOBP_GLOMERULUS_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0036	0.273	nonmonotonic	0.0029
GO:GOBP_GLUCOSE_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0026	0.422	nonmonotonic	0.0024
GO:GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0019	0.551	nonmonotonic	0.0014
GO:GOBP_GLYCEROLIPID_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0	0.997	flat	0.0002
GO:GOBP_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0044	0.187	nonmonotonic	0.0023
GO:GOBP_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0076	0.0401	high-to-low	0.0023
GO:GOBP_GLYCOPROTEIN_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0021	0.508	high-to-low	0.0012
GO:GOBP_GLYCOSYLATION	TLS_VISIUM_USZ::KC1	7	1088	0.0004	0.924	high-to-low	0.0008
GO:GOBP_GOLGI_VESICLE_TRANSPORT	TLS_VISIUM_USZ::KC1	7	1088	0.0059	0.0934	nonmonotonic	0.0031
GO:GOBP_GRANULOCYTE_CHEMOTAXIS	TLS_VISIUM_USZ::KC1	7	1088	0.0029	0.377	nonmonotonic	0.0017
GO:GOBP_GRANULOCYTE_MIGRATION	TLS_VISIUM_USZ::KC1	7	1088	0.0077	0.0383	high-to-low	0.0034
GO:GOBP_GROWTH	TLS_VISIUM_USZ::KC1	7	1088	0.0057	0.105	nonmonotonic	0.001
GO:GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC1	7	1088	0.0023	0.482	high-to-low	0.0004
GO:GOBP_HEAD_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0041	0.221	nonmonotonic	0.001
GO:GOBP_HEART_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0016	0.639	nonmonotonic	0.0008
GO:GOBP_HEART_MORPHOGENESIS	TLS_VISIUM_USZ::KC1	7	1088	0.0024	0.455	high-to-low	0.0016
GO:GOBP_HEART_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0031	0.336	nonmonotonic	0.0013
GO:GOBP_HEMOPOIESIS	TLS_VISIUM_USZ::KC1	7	1088	0.0036	0.274	nonmonotonic	0.0013
GO:GOBP_HINDBRAIN_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0008	0.834	low-to-high	0.0008
GO:GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS	TLS_VISIUM_USZ::KC1	7	1088	0.0043	0.194	nonmonotonic	0.0018
GO:GOBP_HOMEOSTATIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0016	0.624	nonmonotonic	0.0006
GO:GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	TLS_VISIUM_USZ::KC1	7	1088	0.0008	0.827	flat	0.001
GO:GOBP_HORMONE_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0081	0.0318	nonmonotonic	0.0024
GO:GOBP_HORMONE_TRANSPORT	TLS_VISIUM_USZ::KC1	7	1088	0.0037	0.263	flat	0.0009
GO:GOBP_HUMORAL_IMMUNE_RESPONSE	TLS_VISIUM_USZ::KC1	7	1088	0.011	0.00725	high-to-low	0.0031
GO:GOBP_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN	TLS_VISIUM_USZ::KC1	7	1088	0.0091	0.0195	flat	0.0056
GO:GOBP_IMMUNE_EFFECTOR_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0282	8.32e-07	nonmonotonic	0.0041
GO:GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC1	7	1088	0.0078	0.0375	nonmonotonic	0.0026
GO:GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC1	7	1088	0.0056	0.109	nonmonotonic	0.0015
GO:GOBP_IMPORT_INTO_CELL	TLS_VISIUM_USZ::KC1	7	1088	0.0038	0.245	high-to-low	0.0012
GO:GOBP_IMPORT_INTO_NUCLEUS	TLS_VISIUM_USZ::KC1	7	1088	0.0076	0.0404	nonmonotonic	0.0041
GO:GOBP_INFLAMMATORY_RESPONSE	TLS_VISIUM_USZ::KC1	7	1088	0.0108	0.00819	nonmonotonic	0.0021
GO:GOBP_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORT	TLS_VISIUM_USZ::KC1	7	1088	0.004	0.224	nonmonotonic	0.0016
GO:GOBP_INORGANIC_ION_HOMEOSTASIS	TLS_VISIUM_USZ::KC1	7	1088	0.0084	0.0272	nonmonotonic	0.0017
GO:GOBP_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	TLS_VISIUM_USZ::KC1	7	1088	0.005	0.142	nonmonotonic	0.0028
GO:GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC1	7	1088	0.0036	0.272	nonmonotonic	0.0036
GO:GOBP_INTERFERON_BETA_PRODUCTION	TLS_VISIUM_USZ::KC1	7	1088	0.0103	0.0105	nonmonotonic	0.0088
GO:GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC1	7	1088	0.0049	0.15	nonmonotonic	0.0036
GO:GOBP_INTERLEUKIN_6_PRODUCTION	TLS_VISIUM_USZ::KC1	7	1088	0.0175	0.000257	nonmonotonic	0.0045
GO:GOBP_INTRACELLULAR_MONOATOMIC_ION_HOMEOSTASIS	TLS_VISIUM_USZ::KC1	7	1088	0.0053	0.125	nonmonotonic	0.0015
GO:GOBP_INTRACELLULAR_PROTEIN_TRANSPORT	TLS_VISIUM_USZ::KC1	7	1088	0.0019	0.57	nonmonotonic	0.001
GO:GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC1	7	1088	0.001	0.786	nonmonotonic	0.001
GO:GOBP_INTRACELLULAR_TRANSPORT	TLS_VISIUM_USZ::KC1	7	1088	0.0064	0.0717	nonmonotonic	0.0014
GO:GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC1	7	1088	0.0029	0.362	flat	0.0027
GO:GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0007	0.871	nonmonotonic	0.0006
GO:GOBP_LEUKOCYTE_APOPTOTIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0027	0.397	nonmonotonic	0.003
GO:GOBP_LEUKOCYTE_CELL_CELL_ADHESION	TLS_VISIUM_USZ::KC1	7	1088	0.0081	0.0321	nonmonotonic	0.0031
GO:GOBP_LEUKOCYTE_CHEMOTAXIS	TLS_VISIUM_USZ::KC1	7	1088	0.0032	0.326	nonmonotonic	0.0014
GO:GOBP_LEUKOCYTE_DIFFERENTIATION	TLS_VISIUM_USZ::KC1	7	1088	0.0028	0.392	nonmonotonic	0.001
GO:GOBP_LEUKOCYTE_MEDIATED_IMMUNITY	TLS_VISIUM_USZ::KC1	7	1088	0.0337	4.2e-08	nonmonotonic	0.0047
GO:GOBP_LEUKOCYTE_MIGRATION	TLS_VISIUM_USZ::KC1	7	1088	0.0083	0.029	nonmonotonic	0.0019
GO:GOBP_LEUKOCYTE_PROLIFERATION	TLS_VISIUM_USZ::KC1	7	1088	0.0029	0.366	flat	0.0014
GO:GOBP_LIPID_BIOSYNTHETIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0028	0.386	nonmonotonic	0.0008
GO:GOBP_LIPID_CATABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0029	0.37	flat	0.0015
GO:GOBP_LIPID_LOCALIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0006	0.883	high-to-low	0.0006
GO:GOBP_LIPID_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0023	0.469	nonmonotonic	0.0005
GO:GOBP_LIPID_MODIFICATION	TLS_VISIUM_USZ::KC1	7	1088	0.0074	0.0457	low-to-high	0.0029
GO:GOBP_LOCALIZATION_WITHIN_MEMBRANE	TLS_VISIUM_USZ::KC1	7	1088	0.0009	0.814	nonmonotonic	0.0006
GO:GOBP_LOCOMOTION	TLS_VISIUM_USZ::KC1	7	1088	0.0022	0.504	high-to-low	0.0007
GO:GOBP_LYMPHOCYTE_ACTIVATION	TLS_VISIUM_USZ::KC1	7	1088	0.0028	0.39	nonmonotonic	0.0008
GO:GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	TLS_VISIUM_USZ::KC1	7	1088	0.0035	0.28	nonmonotonic	0.0015
GO:GOBP_LYMPHOCYTE_DIFFERENTIATION	TLS_VISIUM_USZ::KC1	7	1088	0.0067	0.0627	nonmonotonic	0.0017
GO:GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY	TLS_VISIUM_USZ::KC1	7	1088	0.0251	4.39e-06	nonmonotonic	0.0045
GO:GOBP_MACROAUTOPHAGY	TLS_VISIUM_USZ::KC1	7	1088	0.0018	0.576	nonmonotonic	0.0016
GO:GOBP_MACROMOLECULE_CATABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0016	0.639	nonmonotonic	0.0006
GO:GOBP_MAINTENANCE_OF_CELL_NUMBER	TLS_VISIUM_USZ::KC1	7	1088	0.0062	0.0819	low-to-high	0.0031
GO:GOBP_MAINTENANCE_OF_LOCATION	TLS_VISIUM_USZ::KC1	7	1088	0.0032	0.317	nonmonotonic	0.0021
GO:GOBP_MALE_GAMETE_GENERATION	TLS_VISIUM_USZ::KC1	7	1088	0.0122	0.00395	nonmonotonic	0.0018
GO:GOBP_MALE_SEX_DIFFERENTIATION	TLS_VISIUM_USZ::KC1	7	1088	0.0068	0.0605	flat	0.0022
