# r16.field_registry.v1.1 (2026-09-15, D-118 tier1b + D-119 tier2j joint; grades capped at EXPLORATORY_REPRODUCED; CLAIM_CANDIDATE requires separate approval)
pattern_id	tier	kind	axis_name	lineage	n_sections	n_patients	resolution_support	top_markers	geometry	effect_size	null_type	null_draws	null_p	fdr_q	cross_patient_shape_corr	residual_dimension	uncertainty_ci95	evidence_grade	notes
R16JH05-18	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	12	8	HARM_05	IGHJ6;DEPRECATED_ENSG00000211890;IGKC;IGHV3-35;IGHA1;SLC28A2;HMGCS2;HLA-A;IGKV1D-12;PDE4C	NA	0.661	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.826,H:HARM_10=0.989
R16JH05-19	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	9	7	HARM_05	COL3A1;COL1A1;COL1A2;DCN;SPARC;AEBP1;BGN;MMP2;COL6A3;VIM	NA	0.827	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.017,H:HARM_10=0.372
R16JH05-2	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	46	29	HARM_05	MUC2;ANO7;FCGBP;SPINK4;REG4;LRRC26;RAP1GAP;MUC5B;DEPRECATED_ENSG00000124664;B3GNT6	NA	0.352	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.513,H:HARM_10=0.681
R16JH05-20	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	6	5	HARM_05	TSPAN8;OLFM4;PIGR;CEACAM5;LGALS4;KRT18;MLEC;TMSB4X;TFF3;FCGBP	NA	0.661	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.987,H:HARM_10=0.992
R16JH05-21	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	5	4	HARM_05	TMSB4X;B2M;BST2;PFN1;EPCAM;ACTB;IL32;CALR;MIF;IFITM3	NA	0.567	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.972,H:HARM_10=0.097
R16JH05-22	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	2	2	HARM_05	OLFM4;TMSB4X;TGFBI;FN1;TSPAN8;TMSB10;TMA7;FTL;UQCRQ;MLEC	NA	0.905	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.959,H:HARM_10=0.959
R16JH05-23	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	11	8	HARM_05	AXIN2;CLDN4;RAN;GSTP1;MLEC;ST14;NME2;RNF43;SERF2;LRATD1	NA	0.695	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.006,H:HARM_10=0.948
R16JH05-24	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	2	2	HARM_05	TSPAN8;LYZ;PGGHG;SLPI;RARRES1;ASS1;PALM3;SLC39A4;PABPC1;SLC6A20	NA	0.674	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=1.0,H:HARM_10=1.0
R16JH05-25	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	1	1	HARM_05	ZG16;ITM2C;FCGBP;MUC2;LRATD1;FAM153B;PLA2G2A;FAM3D;MT1G;SPINK4	NA	0.775	value_permutation	200	0.0050	NA	NA	NA	NA	DESCRIPTIVE_SINGLE_PATIENT	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=1.0,H:HARM_10=0.017
R16JH05-26	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	2	2	HARM_05	CCL21;DEPRECATED_ENSG00000211890;BLK;CCL19;CD52;BANK1;CXCL13;IL7R;FCRL1;TNFRSF13B	NA	0.383	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.964,H:HARM_10=0.013
R16JH05-3	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	39	25	HARM_05	COL1A1;COL1A2;COL3A1;SPARC;COL6A3;IGFBP7;FN1;BGN;VIM;SULF1	NA	0.373	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.604,H:HARM_10=0.481
R16JH05-4	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	47	30	HARM_05	COL1A2;COL3A1;DCN;COL1A1;DEPRECATED_ENSG00000211892;IGHG1;MMP2;IGHG2;BGN;FBN1	NA	0.423	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.52,H:HARM_10=0.449
R16JH05-5	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	42	27	HARM_05	LGALS4;FXYD3;FCGBP;MUC2;CDC42EP5;CLDN7;PHGR1;S100A6;KRT8;ITM2C	NA	0.425	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.397,H:HARM_10=0.647
R16JH05-6	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	39	27	HARM_05	MYL9;MYH11;TAGLN;HSPB6;ACTA2;SYNPO2;DES;MYLK;FLNA;FHL1	NA	0.571	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.338,H:HARM_10=0.51
R16JH05-7	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	44	28	HARM_05	PABPC1;RAN;TMA7;NPM1;TPT1;VDAC1;EEF1B2;AHCY;GSTP1;UBA52	NA	0.281	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.213,H:HARM_10=0.672
R16JH05-8	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	36	19	HARM_05	CXCL8;G0S2;SOD2;PLAUR;FTH1;NAMPT;S100A9;ADM;IL1B;DDIT4	NA	0.422	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.242,H:HARM_10=0.621
R16JH05-9	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	30	22	HARM_05	FABP1;ZG16;ITM2C;PHGR1;CDHR5;FCGBP;AMN;CLDN7;PIGR;SLC26A3	NA	0.401	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.365,H:HARM_10=0.743
R16JH10-0	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	47	30	HARM_10	TAF11L9;AC084121.13;USP17L19;USP17L1;TAF11L13;DKK4;TAF11L4;SPDYE6;SULT4A1;CA5A	NA	0.335	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.662,H:HARM_05=0.721
R16JH10-1	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	46	29	HARM_10	MUC2;FCGBP;ANO7;SPINK4;MUC5B;DEPRECATED_ENSG00000124664;LRRC26;REG4;ZBTB7C;B3GNT6	NA	0.332	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.391,H:HARM_05=0.681
R16JH10-10	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	35	23	HARM_10	DCN;VIM;PTGDS;C1R;MYL9;SFRP2;IGFBP7;C7;C3;COL6A2	NA	0.414	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.166,H:HARM_05=0.431
R16JH10-11	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	27	19	HARM_10	HSP90AA1;HSPD1;MIF;NPM1;EEF1A1;HSPE1;UBB;LDHB;EPCAM;ATP5F1B	NA	0.179	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.109,H:HARM_05=0.154
R16JH10-12	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	35	18	HARM_10	G0S2;CXCL8;IL1B;ADM;PLAUR;NAMPT;SOD2;S100A9;S100A8;FTH1	NA	0.443	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.162,H:HARM_05=0.621
R16JH10-13	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	41	26	HARM_10	UBC;KRT8;GAPDH;TPT1;TMSB10;EPCAM;HSP90AA1;LDHA;ENO1;ALDOA	NA	0.212	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.055,H:HARM_05=0.24
R16JH10-14	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	35	22	HARM_10	LAPTM5;TYROBP;CD74;COL1A1;COL3A1;VIM;APOE;COL1A2;FN1;C1QC	NA	0.201	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.149,H:HARM_05=0.212
R16JH10-15	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	43	28	HARM_10	REG1A;CYLC1;KRTAP4-3;PAGE4;OR2G6;AKAP4;CNBD1;TGIF2LX;OR51V1;OR6C74	NA	0.359	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.144,H:HARM_05=0.135
R16JH10-16	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	32	22	HARM_10	TPT1;PABPC1;PPDPF;TMSB10;EEF1G;SLC25A6;UBA52;EPCAM;HNRNPA3;EEF1B2	NA	0.134	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.079,H:HARM_05=0.073
R16JH10-17	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	35	25	HARM_10	PTGDS;CD37;LTB;IKZF1;CXCR4;IGKC;IGHM;CD79A;CORO1A;LAPTM5	NA	0.542	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.099,H:HARM_05=0.832
R16JH10-18	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	31	23	HARM_10	DEPRECATED_ENSG00000211890;JCHAIN;FCGBP;ZG16;PHGR1;PIGR;FABP1;CFD;HMGCS2;MUC2	NA	0.374	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.067,H:HARM_05=0.16
R16JH10-19	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	26	21	HARM_10	ITM2C;CDHR5;FABP1;CLDN7;TSPAN1;PHGR1;FXYD3;ZG16;SLC26A3;FCGBP	NA	0.390	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.363,H:HARM_05=0.743
R16JH10-2	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	35	23	HARM_10	PABPC1;TPT1;EPCAM;HNRNPA3;CHCHD2;DBI;EEF1B2;AL136454.1;TMSB10;NPM1	NA	0.434	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.38,H:HARM_05=0.503
R16JH10-20	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	33	23	HARM_10	DEPRECATED_ENSG00000211890;HMGCS2;ZG16;AMN;FCGBP;FABP1;UGT2B17;JCHAIN;GPT;B4GALNT2	NA	0.350	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.061,H:HARM_05=0.091
R16JH10-21	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	28	20	HARM_10	MUC2;MUC5AC;AC084121.13;USP17L1;OR4M2;GAGE12J;AC134684.9;SPATA31A7;TAF11L4;TAF11L9	NA	0.545	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.078,H:HARM_05=0.086
R16JH10-22	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	37	22	HARM_10	COL1A2;COL3A1;TPM2;SPON2;TNC;COL1A1;UBD;FLNA;PDGFRB;CAVIN1	NA	0.123	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.073,H:HARM_05=0.877
R16JH10-23	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	28	19	HARM_10	MUC2;MUC5AC;GAGE12J;JSRP1;REG4;KRT7;RAP1GAP;AQP3;LYZ;ST6GALNAC1	NA	0.416	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.039,H:HARM_05=0.073
R16JH10-24	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	31	20	HARM_10	IGHJ6;HLA-A;UBD;DPEP1;IGKC;IGHG1;SLC25A5;TPM2;IGHG2;CDKN2A	NA	0.453	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.053,H:HARM_05=0.881
R16JH10-25	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	14	12	HARM_10	COL1A1;COL3A1;MT2A;FN1;TIMP2;VIM;MT1B;ACTB;BGN;C1R	NA	0.630	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.048,H:HARM_05=0.372
R16JH10-26	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	14	11	HARM_10	S100A10;S100P;PIGR;FTH1;ACTB;EPCAM;DGAT1;AGR2;TSPAN8;ANXA2	NA	0.685	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.742,H:HARM_05=0.957
R16JH10-27	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	3	2	HARM_10	LYZ;B2M;SPINK1;HSP90AA1;EEF1A1;MIF;AGR2;HSPD1;FTL;LDHA	NA	0.665	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.83,H:HARM_05=0.943
R16JH10-28	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	15	11	HARM_10	TMSB10;TMSB4X;SLC25A6;TPT1;HMGN2;UBD;HSPE1;EEF1A1;COX6A1;PPDPF	NA	0.456	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.022,H:HARM_05=0.032
R16JH10-29	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	5	3	HARM_10	LCN2;TNFRSF6B;PIGR;PLEC;HMGCS1;ASS1;S100A10;LY6E;NAPRT;DGAT1	NA	0.881	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.972,H:HARM_05=0.959
R16JH10-3	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	40	25	HARM_10	COL3A1;COL1A2;COL1A1;DCN;ACTA2;IGFBP7;SPARC;COL6A3;MYL9;MMP2	NA	0.406	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.276,H:HARM_05=0.449
R16JH10-30	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	12	8	HARM_10	IGHJ6;DEPRECATED_ENSG00000211890;IGKC;IGHV3-35;IGHA1;SLC28A2;HLA-A;HMGCS2;IGKV1D-12;IGHV3OR16-13	NA	0.657	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.817,H:HARM_05=0.989
R16JH10-31	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	12	10	HARM_10	OLFM4;CLCA1;TFF3;TSPAN8;LGALS4;RACK1;NOP53;EEF1G;EEF1A1;EIF4B	NA	0.584	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.603,H:HARM_05=0.838
R16JH10-32	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	6	5	HARM_10	TSPAN8;OLFM4;CEACAM5;PIGR;LGALS4;MLEC;KRT18;TMSB4X;TFF3;FCGBP	NA	0.662	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.987,H:HARM_05=0.992
R16JH10-33	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	13	11	HARM_10	PABPC1;TMSB4X;EPHB3;SLC12A2;ACTB;NPIPB4;EEF1A1;SLC25A6;MYH11;AL136454.1	NA	0.296	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.24,H:HARM_05=0.118
R16JH10-34	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	2	2	HARM_10	OLFM4;TMSB4X;TGFBI;TSPAN8;FN1;TMSB10;FTL;TMA7;MLEC;UQCRQ	NA	0.896	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.975,H:HARM_05=0.959
R16JH10-35	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	7	5	HARM_10	TFF3;FCGBP;MUC2;SPINK4;CLCA1;CDC42EP5;LGALS4;RETNLB;ANO7;MLPH	NA	0.712	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.007,H:HARM_05=0.017
R16JH10-36	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	12	8	HARM_10	AXIN2;CLDN4;RAN;RNF43;ST14;GSTP1;MYC;NME2;LRATD1;MLEC	NA	0.693	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.006,H:HARM_05=0.948
R16JH10-37	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	2	2	HARM_10	TSPAN8;LYZ;PGGHG;SLPI;RARRES1;ASS1;PALM3;SLC39A4;PABPC1;SLC6A20	NA	0.674	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=1.0,H:HARM_05=1.0
R16JH10-38	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	1	1	HARM_10	COL1A2;COL3A1;CCN2;COL1A1;PDGFRB;TPM2;SERPINE1;CCN1;C11orf96;DKK3	NA	0.237	value_permutation	200	0.0050	NA	NA	NA	NA	DESCRIPTIVE_SINGLE_PATIENT	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.002,H:HARM_05=0.022
R16JH10-4	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	41	27	HARM_10	MUC2;FCGBP;FXYD3;LGALS4;S100A6;CDC42EP5;ITM2C;S100A14;CLDN7;AMN	NA	0.391	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.288,H:HARM_05=0.647
R16JH10-5	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	37	22	HARM_10	NPM1;ENO1;HSPD1;PABPC1;HSPE1;TPT1;TMSB10;UBC;FTH1;NCL	NA	0.267	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.167,H:HARM_05=0.155
R16JH10-6	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	32	21	HARM_10	COL1A1;COL1A2;COL3A1;SPARC;TMSB10;IGFBP7;COL6A3;TPT1;PABPC1;UBA52	NA	0.257	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.334,H:HARM_05=0.481
R16JH10-7	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	46	30	HARM_10	IGHG1;IGHG2;DEPRECATED_ENSG00000211892;IGHV3OR16-13;DEPRECATED_ENSG00000211685;IGKC;IGKV1D-12;IGKV3OR2-268;IGHV3-35;IGHV3-30	NA	0.315	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.217,H:HARM_05=0.375
R16JH10-8	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	41	26	HARM_10	PABPC1;RAN;TMA7;TPT1;NPM1;AHCY;EEF1B2;VDAC1;SLC25A5;GSTP1	NA	0.238	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.148,H:HARM_05=0.672
R16JH10-9	2	joint_pattern_group	NA	HTAN_VANDERBILT_CRC	38	27	HARM_10	MYH11;DES;ACTG2;TPM2;MYL9;SYNPO2;MYLK;TAGLN;SYNM;HSPB6	NA	0.601	value_permutation	200	0.0050	NA	NA	NA	NA	EXPLORATORY_REPRODUCED	arm=H;no_split_half_refit(cost);xarm_agree:H:HARM_025=0.176,H:HARM_05=0.51
R16LA-Epi-AL136454.1	2	laneA_distance_function	Epi	HTAN_VANDERBILT_CRC	47	30	peak_hop=-4	AL136454.1	signed_hops_-4..8_to_Epi_q0.7	1.366	spatial_preserve_rot180_smallshift	20	0.0372	NA	peak_agree=0.511	NA	NA	EXPLORATORY_REPRODUCED	arm=laneA;borderline_p_agree_just_over_line;peak_deep_inside_-4;monotone_step_not_ripple;per D-126同义反复非距离函数发现
R16LA-Epi-ARF1	2	laneA_distance_function	Epi	HTAN_VANDERBILT_CRC	47	30	peak_hop=-4	ARF1	signed_hops_-4..8_to_Epi_q0.7	1.418	spatial_preserve_rot180_smallshift	20	0.0468	NA	peak_agree=0.511	NA	NA	EXPLORATORY_REPRODUCED	arm=laneA;borderline_p_agree_just_over_line;peak_deep_inside_-4;monotone_step_not_ripple;per D-126同义反复非距离函数发现
R16LA-Epi-CALM2	2	laneA_distance_function	Epi	HTAN_VANDERBILT_CRC	47	30	peak_hop=-4	CALM2	signed_hops_-4..8_to_Epi_q0.7	1.428	spatial_preserve_rot180_smallshift	20	0.0489	NA	peak_agree=0.511	NA	NA	EXPLORATORY_REPRODUCED	arm=laneA;borderline_p_agree_just_over_line;peak_deep_inside_-4;monotone_step_not_ripple;per D-126同义反复非距离函数发现
R16LA-Epi-CDX1	2	laneA_distance_function	Epi	HTAN_VANDERBILT_CRC	47	30	peak_hop=-4	CDX1	signed_hops_-4..8_to_Epi_q0.7	1.536	spatial_preserve_rot180_smallshift	20	0.0499	NA	peak_agree=0.532	NA	NA	EXPLORATORY_REPRODUCED	arm=laneA;borderline_p_agree_just_over_line;peak_deep_inside_-4;monotone_step_not_ripple;per D-126同义反复非距离函数发现
R16LA-Epi-DLD	2	laneA_distance_function	Epi	HTAN_VANDERBILT_CRC	47	30	peak_hop=-4	DLD	signed_hops_-4..8_to_Epi_q0.7	1.274	spatial_preserve_rot180_smallshift	20	0.0468	NA	peak_agree=0.532	NA	NA	EXPLORATORY_REPRODUCED	arm=laneA;borderline_p_agree_just_over_line;peak_deep_inside_-4;monotone_step_not_ripple;per D-126同义反复非距离函数发现
R16LA-Epi-EIF3I	2	laneA_distance_function	Epi	HTAN_VANDERBILT_CRC	47	30	peak_hop=-4	EIF3I	signed_hops_-4..8_to_Epi_q0.7	1.427	spatial_preserve_rot180_smallshift	20	0.0499	NA	peak_agree=0.574	NA	NA	EXPLORATORY_REPRODUCED	arm=laneA;borderline_p_agree_just_over_line;peak_deep_inside_-4;monotone_step_not_ripple;per D-126同义反复非距离函数发现
R16LA-Epi-HNF4A	2	laneA_distance_function	Epi	HTAN_VANDERBILT_CRC	47	30	peak_hop=-4	HNF4A	signed_hops_-4..8_to_Epi_q0.7	1.462	spatial_preserve_rot180_smallshift	20	0.0446	NA	peak_agree=0.532	NA	NA	EXPLORATORY_REPRODUCED	arm=laneA;borderline_p_agree_just_over_line;peak_deep_inside_-4;monotone_step_not_ripple;per D-126同义反复非距离函数发现
R16LA-Epi-HNRNPC	2	laneA_distance_function	Epi	HTAN_VANDERBILT_CRC	47	30	peak_hop=-4	HNRNPC	signed_hops_-4..8_to_Epi_q0.7	1.471	spatial_preserve_rot180_smallshift	20	0.0308	NA	peak_agree=0.511	NA	NA	EXPLORATORY_REPRODUCED	arm=laneA;borderline_p_agree_just_over_line;peak_deep_inside_-4;monotone_step_not_ripple;per D-126同义反复非距离函数发现
R16LA-Epi-HSPA9	2	laneA_distance_function	Epi	HTAN_VANDERBILT_CRC	47	30	peak_hop=-4	HSPA9	signed_hops_-4..8_to_Epi_q0.7	1.457	spatial_preserve_rot180_smallshift	20	0.0499	NA	peak_agree=0.553	NA	NA	EXPLORATORY_REPRODUCED	arm=laneA;borderline_p_agree_just_over_line;peak_deep_inside_-4;monotone_step_not_ripple;per D-126同义反复非距离函数发现
R16LA-Epi-IER2	2	laneA_distance_function	Epi	HTAN_VANDERBILT_CRC	47	30	peak_hop=-4	IER2	signed_hops_-4..8_to_Epi_q0.7	1.416	spatial_preserve_rot180_smallshift	20	0.0446	NA	peak_agree=0.553	NA	NA	EXPLORATORY_REPRODUCED	arm=laneA;borderline_p_agree_just_over_line;peak_deep_inside_-4;monotone_step_not_ripple;per D-126同义反复非距离函数发现
