evidence_id	entity_type	entity_id	field	source_asset	metadata_path	metadata_key	raw_value	normalized_value	evidence_grade	interpretation	conflict_flag
external_geo::GSM8714180::physical_specimen	physical_unit	external_geo::GSM8714180	physical_specimen_id	external_geo::GSE274557::gsm_soft	infra/bioinf-data-index/raw/geo/GSE274557_gsm_quick.soft	!Sample_relation BioSample	SAMN46116045	SAMN46116045	E2_corroborated	official GEO BioSample identifies physical specimen	false
external_geo::GSM8714180::block_unknown	physical_unit	external_geo::GSM8714180	block_id	external_geo::GSE274557::series_soft	infra/bioinf-data-index/raw/geo/GSE274557_series_quick.soft	!Series_summary + !Series_overall_design	series: 55 individual samples from 13 patients; GSM title: patient-specimen; GEO relation: BioSample		E2_corroborated	physical specimen is a candidate block-equivalent; no block identifier is asserted	false
external_geo::GSM8714181::patient	physical_unit	external_geo::GSM8714181	patient_id	external_geo::GSE274557::gsm_soft	infra/bioinf-data-index/raw/geo/GSE274557_gsm_quick.soft	!Sample_title	Pt-13_Pri2	GSE274557::P13	E2_corroborated	official metadata patient-to-GSM mapping	false
external_geo::GSM8714181::physical_specimen	physical_unit	external_geo::GSM8714181	physical_specimen_id	external_geo::GSE274557::gsm_soft	infra/bioinf-data-index/raw/geo/GSE274557_gsm_quick.soft	!Sample_relation BioSample	SAMN46116044	SAMN46116044	E2_corroborated	official GEO BioSample identifies physical specimen	false
external_geo::GSM8714181::block_unknown	physical_unit	external_geo::GSM8714181	block_id	external_geo::GSE274557::series_soft	infra/bioinf-data-index/raw/geo/GSE274557_series_quick.soft	!Series_summary + !Series_overall_design	series: 55 individual samples from 13 patients; GSM title: patient-specimen; GEO relation: BioSample		E2_corroborated	physical specimen is a candidate block-equivalent; no block identifier is asserted	false
external_geo::GSM8714182::patient	physical_unit	external_geo::GSM8714182	patient_id	external_geo::GSE274557::gsm_soft	infra/bioinf-data-index/raw/geo/GSE274557_gsm_quick.soft	!Sample_title	Pt-13_Pri3	GSE274557::P13	E2_corroborated	official metadata patient-to-GSM mapping	false
external_geo::GSM8714182::physical_specimen	physical_unit	external_geo::GSM8714182	physical_specimen_id	external_geo::GSE274557::gsm_soft	infra/bioinf-data-index/raw/geo/GSE274557_gsm_quick.soft	!Sample_relation BioSample	SAMN46116043	SAMN46116043	E2_corroborated	official GEO BioSample identifies physical specimen	false
external_geo::GSM8714182::block_unknown	physical_unit	external_geo::GSM8714182	block_id	external_geo::GSE274557::series_soft	infra/bioinf-data-index/raw/geo/GSE274557_series_quick.soft	!Series_summary + !Series_overall_design	series: 55 individual samples from 13 patients; GSM title: patient-specimen; GEO relation: BioSample		E2_corroborated	physical specimen is a candidate block-equivalent; no block identifier is asserted	false
external_geo::GSM7089855::patient	physical_unit	external_geo::GSM7089855	patient_id	external_geo::GSE226997::gsm_soft	infra/bioinf-data-index/raw/geo/GSE226997_gsm_quick.soft	!Sample_title	Visium result of patient 1	GSE226997::P1	E2_corroborated	official metadata patient-to-GSM mapping	false
external_geo::GSM7089855::physical_specimen	physical_unit	external_geo::GSM7089855	physical_specimen_id	external_geo::GSE226997::gsm_soft	infra/bioinf-data-index/raw/geo/GSE226997_gsm_quick.soft	!Sample_relation BioSample	SAMN33698434	SAMN33698434	E2_corroborated	official GEO BioSample identifies physical specimen	false
external_geo::GSM7089855::block_unknown	physical_unit	external_geo::GSM7089855	block_id	external_geo::GSE226997::series_soft	infra/bioinf-data-index/raw/geo/GSE226997_series_quick.soft	!Series_summary + !Series_overall_design	series: Visium of four CRC patients; GSM title: patient; GSM source: primary colorectal cancer; GEO relation: BioSample		E2_corroborated	physical specimen is a candidate block-equivalent; no block identifier is asserted	false
external_geo::GSM7089856::patient	physical_unit	external_geo::GSM7089856	patient_id	external_geo::GSE226997::gsm_soft	infra/bioinf-data-index/raw/geo/GSE226997_gsm_quick.soft	!Sample_title	Visium result of patient 2	GSE226997::P2	E2_corroborated	official metadata patient-to-GSM mapping	false
external_geo::GSM7089856::physical_specimen	physical_unit	external_geo::GSM7089856	physical_specimen_id	external_geo::GSE226997::gsm_soft	infra/bioinf-data-index/raw/geo/GSE226997_gsm_quick.soft	!Sample_relation BioSample	SAMN33698433	SAMN33698433	E2_corroborated	official GEO BioSample identifies physical specimen	false
external_geo::GSM7089856::block_unknown	physical_unit	external_geo::GSM7089856	block_id	external_geo::GSE226997::series_soft	infra/bioinf-data-index/raw/geo/GSE226997_series_quick.soft	!Series_summary + !Series_overall_design	series: Visium of four CRC patients; GSM title: patient; GSM source: primary colorectal cancer; GEO relation: BioSample		E2_corroborated	physical specimen is a candidate block-equivalent; no block identifier is asserted	false
external_geo::GSM7089857::patient	physical_unit	external_geo::GSM7089857	patient_id	external_geo::GSE226997::gsm_soft	infra/bioinf-data-index/raw/geo/GSE226997_gsm_quick.soft	!Sample_title	Visium result of patient 3	GSE226997::P3	E2_corroborated	official metadata patient-to-GSM mapping	false
external_geo::GSM7089857::physical_specimen	physical_unit	external_geo::GSM7089857	physical_specimen_id	external_geo::GSE226997::gsm_soft	infra/bioinf-data-index/raw/geo/GSE226997_gsm_quick.soft	!Sample_relation BioSample	SAMN33698432	SAMN33698432	E2_corroborated	official GEO BioSample identifies physical specimen	false
external_geo::GSM7089857::block_unknown	physical_unit	external_geo::GSM7089857	block_id	external_geo::GSE226997::series_soft	infra/bioinf-data-index/raw/geo/GSE226997_series_quick.soft	!Series_summary + !Series_overall_design	series: Visium of four CRC patients; GSM title: patient; GSM source: primary colorectal cancer; GEO relation: BioSample		E2_corroborated	physical specimen is a candidate block-equivalent; no block identifier is asserted	false
external_geo::GSM7089858::patient	physical_unit	external_geo::GSM7089858	patient_id	external_geo::GSE226997::gsm_soft	infra/bioinf-data-index/raw/geo/GSE226997_gsm_quick.soft	!Sample_title	Visium result of patient 4	GSE226997::P4	E2_corroborated	official metadata patient-to-GSM mapping	false
external_geo::GSM7089858::physical_specimen	physical_unit	external_geo::GSM7089858	physical_specimen_id	external_geo::GSE226997::gsm_soft	infra/bioinf-data-index/raw/geo/GSE226997_gsm_quick.soft	!Sample_relation BioSample	SAMN33698431	SAMN33698431	E2_corroborated	official GEO BioSample identifies physical specimen	false
external_geo::GSM7089858::block_unknown	physical_unit	external_geo::GSM7089858	block_id	external_geo::GSE226997::series_soft	infra/bioinf-data-index/raw/geo/GSE226997_series_quick.soft	!Series_summary + !Series_overall_design	series: Visium of four CRC patients; GSM title: patient; GSM source: primary colorectal cancer; GEO relation: BioSample		E2_corroborated	physical specimen is a candidate block-equivalent; no block identifier is asserted	false
external_geo::GSM6506110::patient	physical_unit	external_geo::GSM6506110	patient_id	external_geo::GSE211956::patient_gsm_crosswalk	infra/bioinf-data-index/raw/supplements/PMC10991508_supplementary_data_1.xlsx	Sample matrix.Patient + Visium sample GEO	Visium sample poor_response_P1	GSE211956::P1	E3_explicit	official metadata patient-to-GSM mapping	false
external_geo::GSM6506110::physical_specimen	physical_unit	external_geo::GSM6506110	physical_specimen_id	external_geo::GSE211956::gsm_soft	infra/bioinf-data-index/raw/geo/GSE211956_gsm_quick.soft	!Sample_relation BioSample	SAMN30478275	SAMN30478275	E2_corroborated	official GEO BioSample identifies physical specimen	false
external_geo::GSM6506110::block_unknown	physical_unit	external_geo::GSM6506110	block_id	external_geo::GSE211956::series_soft	infra/bioinf-data-index/raw/geo/GSE211956_series_quick.soft	!Series_summary + !Series_overall_design	supplement: patient-to-Visium-GSM crosswalk; GSM source: ovarian tumour; GEO relation: BioSample		E2_corroborated	physical specimen is a candidate block-equivalent; no block identifier is asserted	false
external_geo::GSM6506111::patient	physical_unit	external_geo::GSM6506111	patient_id	external_geo::GSE211956::patient_gsm_crosswalk	infra/bioinf-data-index/raw/supplements/PMC10991508_supplementary_data_1.xlsx	Sample matrix.Patient + Visium sample GEO	Visium sample good_response_P2	GSE211956::P2	E3_explicit	official metadata patient-to-GSM mapping	false
external_geo::GSM6506111::physical_specimen	physical_unit	external_geo::GSM6506111	physical_specimen_id	external_geo::GSE211956::gsm_soft	infra/bioinf-data-index/raw/geo/GSE211956_gsm_quick.soft	!Sample_relation BioSample	SAMN30478274	SAMN30478274	E2_corroborated	official GEO BioSample identifies physical specimen	false
external_geo::GSM6506111::block_unknown	physical_unit	external_geo::GSM6506111	block_id	external_geo::GSE211956::series_soft	infra/bioinf-data-index/raw/geo/GSE211956_series_quick.soft	!Series_summary + !Series_overall_design	supplement: patient-to-Visium-GSM crosswalk; GSM source: ovarian tumour; GEO relation: BioSample		E2_corroborated	physical specimen is a candidate block-equivalent; no block identifier is asserted	false
external_geo::GSM6506112::patient	physical_unit	external_geo::GSM6506112	patient_id	external_geo::GSE211956::patient_gsm_crosswalk	infra/bioinf-data-index/raw/supplements/PMC10991508_supplementary_data_1.xlsx	Sample matrix.Patient + Visium sample GEO	Visium sample good_response_P3	GSE211956::P3	E3_explicit	official metadata patient-to-GSM mapping	false
external_geo::GSM6506112::physical_specimen	physical_unit	external_geo::GSM6506112	physical_specimen_id	external_geo::GSE211956::gsm_soft	infra/bioinf-data-index/raw/geo/GSE211956_gsm_quick.soft	!Sample_relation BioSample	SAMN30478273	SAMN30478273	E2_corroborated	official GEO BioSample identifies physical specimen	false
external_geo::GSM6506112::block_unknown	physical_unit	external_geo::GSM6506112	block_id	external_geo::GSE211956::series_soft	infra/bioinf-data-index/raw/geo/GSE211956_series_quick.soft	!Series_summary + !Series_overall_design	supplement: patient-to-Visium-GSM crosswalk; GSM source: ovarian tumour; GEO relation: BioSample		E2_corroborated	physical specimen is a candidate block-equivalent; no block identifier is asserted	false
external_geo::GSM6506113::patient	physical_unit	external_geo::GSM6506113	patient_id	external_geo::GSE211956::patient_gsm_crosswalk	infra/bioinf-data-index/raw/supplements/PMC10991508_supplementary_data_1.xlsx	Sample matrix.Patient + Visium sample GEO	Visium sample partial_response_P4	GSE211956::P4	E3_explicit	official metadata patient-to-GSM mapping	false
external_geo::GSM6506113::physical_specimen	physical_unit	external_geo::GSM6506113	physical_specimen_id	external_geo::GSE211956::gsm_soft	infra/bioinf-data-index/raw/geo/GSE211956_gsm_quick.soft	!Sample_relation BioSample	SAMN30478272	SAMN30478272	E2_corroborated	official GEO BioSample identifies physical specimen	false
external_geo::GSM6506113::block_unknown	physical_unit	external_geo::GSM6506113	block_id	external_geo::GSE211956::series_soft	infra/bioinf-data-index/raw/geo/GSE211956_series_quick.soft	!Series_summary + !Series_overall_design	supplement: patient-to-Visium-GSM crosswalk; GSM source: ovarian tumour; GEO relation: BioSample		E2_corroborated	physical specimen is a candidate block-equivalent; no block identifier is asserted	false
external_geo::GSM6506114::patient	physical_unit	external_geo::GSM6506114	patient_id	external_geo::GSE211956::patient_gsm_crosswalk	infra/bioinf-data-index/raw/supplements/PMC10991508_supplementary_data_1.xlsx	Sample matrix.Patient + Visium sample GEO	Visium sample good_response_P5	GSE211956::P5	E3_explicit	official metadata patient-to-GSM mapping	false
external_geo::GSM6506114::physical_specimen	physical_unit	external_geo::GSM6506114	physical_specimen_id	external_geo::GSE211956::gsm_soft	infra/bioinf-data-index/raw/geo/GSE211956_gsm_quick.soft	!Sample_relation BioSample	SAMN30478271	SAMN30478271	E2_corroborated	official GEO BioSample identifies physical specimen	false
external_geo::GSM6506114::block_unknown	physical_unit	external_geo::GSM6506114	block_id	external_geo::GSE211956::series_soft	infra/bioinf-data-index/raw/geo/GSE211956_series_quick.soft	!Series_summary + !Series_overall_design	supplement: patient-to-Visium-GSM crosswalk; GSM source: ovarian tumour; GEO relation: BioSample		E2_corroborated	physical specimen is a candidate block-equivalent; no block identifier is asserted	false
external_geo::GSM6506115::patient	physical_unit	external_geo::GSM6506115	patient_id	external_geo::GSE211956::patient_gsm_crosswalk	infra/bioinf-data-index/raw/supplements/PMC10991508_supplementary_data_1.xlsx	Sample matrix.Patient + Visium sample GEO	Visium sample partial_response_P6	GSE211956::P6	E3_explicit	official metadata patient-to-GSM mapping	false
external_geo::GSM6506115::physical_specimen	physical_unit	external_geo::GSM6506115	physical_specimen_id	external_geo::GSE211956::gsm_soft	infra/bioinf-data-index/raw/geo/GSE211956_gsm_quick.soft	!Sample_relation BioSample	SAMN30478270	SAMN30478270	E2_corroborated	official GEO BioSample identifies physical specimen	false
external_geo::GSM6506115::block_unknown	physical_unit	external_geo::GSM6506115	block_id	external_geo::GSE211956::series_soft	infra/bioinf-data-index/raw/geo/GSE211956_series_quick.soft	!Series_summary + !Series_overall_design	supplement: patient-to-Visium-GSM crosswalk; GSM source: ovarian tumour; GEO relation: BioSample		E2_corroborated	physical specimen is a candidate block-equivalent; no block identifier is asserted	false
external_geo::GSM6506116::patient	physical_unit	external_geo::GSM6506116	patient_id	external_geo::GSE211956::patient_gsm_crosswalk	infra/bioinf-data-index/raw/supplements/PMC10991508_supplementary_data_1.xlsx	Sample matrix.Patient + Visium sample GEO	Visium sample poor_response_P7	GSE211956::P7	E3_explicit	official metadata patient-to-GSM mapping	false
external_geo::GSM6506116::physical_specimen	physical_unit	external_geo::GSM6506116	physical_specimen_id	external_geo::GSE211956::gsm_soft	infra/bioinf-data-index/raw/geo/GSE211956_gsm_quick.soft	!Sample_relation BioSample	SAMN30478269	SAMN30478269	E2_corroborated	official GEO BioSample identifies physical specimen	false
external_geo::GSM6506116::block_unknown	physical_unit	external_geo::GSM6506116	block_id	external_geo::GSE211956::series_soft	infra/bioinf-data-index/raw/geo/GSE211956_series_quick.soft	!Series_summary + !Series_overall_design	supplement: patient-to-Visium-GSM crosswalk; GSM source: ovarian tumour; GEO relation: BioSample		E2_corroborated	physical specimen is a candidate block-equivalent; no block identifier is asserted	false
external_geo::GSM6506117::patient	physical_unit	external_geo::GSM6506117	patient_id	external_geo::GSE211956::patient_gsm_crosswalk	infra/bioinf-data-index/raw/supplements/PMC10991508_supplementary_data_1.xlsx	Sample matrix.Patient + Visium sample GEO	Visium sample poor_response_P8	GSE211956::P8	E3_explicit	official metadata patient-to-GSM mapping	false
external_geo::GSM6506117::physical_specimen	physical_unit	external_geo::GSM6506117	physical_specimen_id	external_geo::GSE211956::gsm_soft	infra/bioinf-data-index/raw/geo/GSE211956_gsm_quick.soft	!Sample_relation BioSample	SAMN30478268	SAMN30478268	E2_corroborated	official GEO BioSample identifies physical specimen	false
external_geo::GSM6506117::block_unknown	physical_unit	external_geo::GSM6506117	block_id	external_geo::GSE211956::series_soft	infra/bioinf-data-index/raw/geo/GSE211956_series_quick.soft	!Series_summary + !Series_overall_design	supplement: patient-to-Visium-GSM crosswalk; GSM source: ovarian tumour; GEO relation: BioSample		E2_corroborated	physical specimen is a candidate block-equivalent; no block identifier is asserted	false
