stem	draw	accepted	frac_within_tol	unique_src_frac	dup_rate	moran_obs	moran_sur	moran_ratio
0003_HTAN_7003_AS_1_filt	98	True	0.705	0.714	0.286	0.01	0.218	21.064
0003_HTAN_7003_AS_1_filt	99	True	0.71	0.729	0.271	0.01	0.082	7.967
0003_HTAN_7003_AS_1_filt	100	True	0.743	0.758	0.242	0.01	0.078	7.566
0003_HTAN_7003_AS_1_filt	101	True	0.723	0.736	0.264	0.01	0.148	14.314
0003_HTAN_7003_AS_1_filt	102	True	0.748	0.757	0.243	0.01	0.081	7.827
0003_HTAN_7003_AS_1_filt	103	True	0.703	0.707	0.293	0.01	0.084	8.154
0003_HTAN_7003_AS_1_filt	104	True	0.722	0.726	0.274	0.01	0.11	10.587
0003_HTAN_7003_AS_1_filt	105	True	0.737	0.751	0.249	0.01	0.107	10.366
0003_HTAN_7003_AS_1_filt	106	True	0.72	0.724	0.276	0.01	0.065	6.243
0003_HTAN_7003_AS_1_filt	107	True	0.715	0.733	0.267	0.01	0.096	9.268
0003_HTAN_7003_AS_1_filt	108	True	0.703	0.707	0.293	0.01	0.141	13.642
0003_HTAN_7003_AS_1_filt	109	True	0.726	0.737	0.263	0.01	0.081	7.816
0003_HTAN_7003_AS_1_filt	110	True	0.713	0.715	0.285	0.01	0.094	9.13
0003_HTAN_7003_AS_1_filt	111	True	0.709	0.716	0.284	0.01	0.165	15.902
0003_HTAN_7003_AS_1_filt	112	True	0.724	0.741	0.259	0.01	0.122	11.821
0003_HTAN_7003_AS_1_filt	113	True	0.718	0.734	0.266	0.01	0.16	15.488
0003_HTAN_7003_AS_1_filt	114	True	0.7	0.704	0.296	0.01	0.099	9.593
0003_HTAN_7003_AS_1_filt	115	True	0.731	0.741	0.259	0.01	0.114	10.988
0003_HTAN_7003_AS_1_filt	116	True	0.725	0.734	0.266	0.01	0.118	11.436
0003_HTAN_7003_AS_1_filt	117	True	0.71	0.712	0.288	0.01	0.183	17.695
0003_HTAN_7003_AS_1_filt	118	True	0.744	0.751	0.249	0.01	0.082	7.968
0003_HTAN_7003_AS_1_filt	119	True	0.702	0.716	0.284	0.01	0.09	8.687
0003_HTAN_7003_AS_1_filt	120	True	0.709	0.726	0.274	0.01	0.083	8.05
0003_HTAN_7003_AS_1_filt	121	True	0.713	0.717	0.283	0.01	0.077	7.459
0003_HTAN_7003_AS_1_filt	122	True	0.734	0.738	0.262	0.01	0.115	11.076
0003_HTAN_7003_AS_1_filt	123	True	0.704	0.724	0.276	0.01	0.088	8.511
0003_HTAN_7003_AS_1_filt	124	True	0.707	0.717	0.283	0.01	0.09	8.703
0003_HTAN_7003_AS_1_filt	125	True	0.743	0.751	0.249	0.01	0.083	8.007
0003_HTAN_7003_AS_1_filt	126	True	0.709	0.712	0.288	0.01	0.2	19.312
0003_HTAN_7003_AS_1_filt	127	True	0.713	0.722	0.278	0.01	0.09	8.712
0003_HTAN_7003_AS_1_filt	128	True	0.731	0.741	0.259	0.01	0.116	11.174
0003_HTAN_7003_AS_1_filt	129	True	0.721	0.725	0.275	0.01	0.112	10.793
0003_HTAN_7003_AS_1_filt	130	True	0.709	0.725	0.275	0.01	0.091	8.764
0003_HTAN_7003_AS_1_filt	131	True	0.712	0.715	0.285	0.01	0.097	9.366
0003_HTAN_7003_AS_1_filt	132	True	0.706	0.708	0.292	0.01	0.091	8.827
0003_HTAN_7003_AS_1_filt	133	True	0.729	0.745	0.255	0.01	0.063	6.072
0003_HTAN_7003_AS_1_filt	134	True	0.738	0.749	0.251	0.01	0.079	7.674
0003_HTAN_7003_AS_1_filt	135	True	0.737	0.749	0.251	0.01	0.117	11.322
0003_HTAN_7003_AS_1_filt	136	True	0.704	0.723	0.277	0.01	0.083	8.002
0003_HTAN_7003_AS_1_filt	137	True	0.731	0.742	0.258	0.01	0.116	11.183
0003_HTAN_7003_AS_1_filt	138	True	0.737	0.751	0.249	0.01	0.111	10.691
0003_HTAN_7003_AS_1_filt	139	True	0.721	0.724	0.276	0.01	0.092	8.844
0003_HTAN_7003_AS_1_filt	140	True	0.747	0.758	0.242	0.01	0.059	5.742
0003_HTAN_7003_AS_1_filt	141	True	0.748	0.757	0.243	0.01	0.083	8.03
0003_HTAN_7003_AS_1_filt	142	True	0.707	0.719	0.281	0.01	0.181	17.507
0003_HTAN_7003_AS_1_filt	143	True	0.711	0.713	0.287	0.01	0.181	17.481
0003_HTAN_7003_AS_1_filt	144	True	0.723	0.737	0.263	0.01	0.125	12.119
0003_HTAN_7003_AS_1_filt	145	True	0.712	0.728	0.272	0.01	0.181	17.52
0003_HTAN_7003_AS_1_filt	146	True	0.736	0.741	0.259	0.01	0.089	8.566
0003_HTAN_7003_AS_1_filt	147	True	0.714	0.717	0.283	0.01	0.077	7.481
0003_HTAN_7003_AS_1_filt	148	True	0.73	0.745	0.255	0.01	0.055	5.349
0003_HTAN_7003_AS_1_filt	149	True	0.704	0.722	0.278	0.01	0.168	16.188
0003_HTAN_7003_AS_1_filt	150	True	0.712	0.715	0.285	0.01	0.097	9.362
0003_HTAN_7003_AS_1_filt	151	True	0.718	0.729	0.271	0.01	0.046	4.471
0003_HTAN_7003_AS_1_filt	152	True	0.709	0.726	0.274	0.01	0.09	8.671
0003_HTAN_7003_AS_1_filt	153	True	0.71	0.718	0.282	0.01	0.151	14.617
0003_HTAN_7003_AS_1_filt	154	True	0.72	0.723	0.277	0.01	0.088	8.469
0003_HTAN_7003_AS_1_filt	155	True	0.709	0.712	0.288	0.01	0.204	19.714
0003_HTAN_7003_AS_1_filt	156	True	0.701	0.708	0.292	0.01	0.178	17.247
0003_HTAN_7003_AS_1_filt	157	True	0.734	0.742	0.258	0.01	0.089	8.624
0003_HTAN_7003_AS_1_filt	158	True	0.736	0.74	0.26	0.01	0.078	7.519
0003_HTAN_7003_AS_1_filt	159	True	0.741	0.753	0.247	0.01	0.075	7.288
0003_HTAN_7003_AS_1_filt	160	True	0.733	0.744	0.256	0.01	0.041	3.984
0003_HTAN_7003_AS_1_filt	161	True	0.734	0.738	0.262	0.01	0.087	8.421
0003_HTAN_7003_AS_1_filt	162	True	0.735	0.747	0.253	0.01	0.088	8.54
0003_HTAN_7003_AS_1_filt	163	True	0.743	0.757	0.243	0.01	0.069	6.649
0003_HTAN_7003_AS_1_filt	164	True	0.715	0.734	0.266	0.01	0.08	7.74
0003_HTAN_7003_AS_1_filt	165	True	0.728	0.747	0.253	0.01	0.064	6.148
0003_HTAN_7003_AS_1_filt	166	True	0.707	0.727	0.273	0.01	0.142	13.741
0003_HTAN_7003_AS_1_filt	167	True	0.704	0.723	0.277	0.01	0.163	15.758
0003_HTAN_7003_AS_1_filt	168	True	0.72	0.723	0.277	0.01	0.088	8.469
0003_HTAN_7003_AS_1_filt	169	True	0.701	0.713	0.287	0.01	0.232	22.466
0003_HTAN_7003_AS_1_filt	170	True	0.734	0.742	0.258	0.01	0.077	7.428
0003_HTAN_7003_AS_1_filt	171	True	0.723	0.733	0.267	0.01	0.083	8.046
0003_HTAN_7003_AS_1_filt	172	True	0.72	0.732	0.268	0.01	0.08	7.742
0003_HTAN_7003_AS_1_filt	173	True	0.705	0.721	0.279	0.01	0.199	19.215
0003_HTAN_7003_AS_1_filt	174	True	0.707	0.717	0.283	0.01	0.058	5.56
0003_HTAN_7003_AS_1_filt	175	True	0.738	0.749	0.251	0.01	0.077	7.428
0003_HTAN_7003_AS_1_filt	176	True	0.747	0.758	0.242	0.01	0.059	5.742
0003_HTAN_7003_AS_1_filt	177	True	0.711	0.727	0.273	0.01	0.085	8.205
0003_HTAN_7003_AS_1_filt	178	True	0.726	0.73	0.27	0.01	0.091	8.778
0003_HTAN_7003_AS_1_filt	179	True	0.739	0.754	0.246	0.01	0.091	8.753
0003_HTAN_7003_AS_1_filt	180	True	0.719	0.727	0.273	0.01	0.13	12.528
0003_HTAN_7003_AS_1_filt	181	True	0.741	0.75	0.25	0.01	0.095	9.192
0003_HTAN_7003_AS_1_filt	182	True	0.721	0.723	0.277	0.01	0.082	7.957
0003_HTAN_7003_AS_1_filt	183	True	0.716	0.729	0.271	0.01	0.17	16.437
0003_HTAN_7003_AS_1_filt	184	True	0.723	0.732	0.268	0.01	0.08	7.729
0003_HTAN_7003_AS_1_filt	185	True	0.716	0.719	0.281	0.01	0.11	10.678
0003_HTAN_7003_AS_1_filt	186	True	0.701	0.714	0.286	0.01	0.234	22.6
0003_HTAN_7003_AS_1_filt	187	True	0.729	0.736	0.264	0.01	0.075	7.233
0003_HTAN_7003_AS_1_filt	188	True	0.725	0.734	0.266	0.01	0.101	9.801
0003_HTAN_7003_AS_1_filt	189	True	0.737	0.749	0.251	0.01	0.1	9.677
0003_HTAN_7003_AS_1_filt	190	True	0.711	0.723	0.277	0.01	0.089	8.577
0003_HTAN_7003_AS_1_filt	191	True	0.7	0.722	0.278	0.01	0.106	10.205
0003_HTAN_7003_AS_1_filt	192	True	0.723	0.733	0.267	0.01	0.049	4.754
0003_HTAN_7003_AS_1_filt	193	True	0.706	0.709	0.291	0.01	0.106	10.222
0003_HTAN_7003_AS_1_filt	194	True	0.723	0.741	0.259	0.01	0.087	8.373
0003_HTAN_7003_AS_1_filt	195	True	0.711	0.713	0.287	0.01	0.157	15.198
0003_HTAN_7003_AS_1_filt	196	True	0.716	0.72	0.28	0.01	0.093	8.949
0003_HTAN_7003_AS_1_filt	197	True	0.701	0.713	0.287	0.01	0.234	22.615
0003_HTAN_7003_AS_1_filt	198	True	0.743	0.758	0.242	0.01	0.093	8.957
0000_HTAN_8270_AS_2_filt	0	True	0.818	0.818	0.182	0.301	0.361	1.202
0000_HTAN_8270_AS_2_filt	1	True	0.802	0.802	0.198	0.301	0.096	0.318
0000_HTAN_8270_AS_2_filt	2	True	0.824	0.824	0.176	0.301	0.384	1.278
0000_HTAN_8270_AS_2_filt	3	True	0.794	0.795	0.205	0.301	0.296	0.986
0000_HTAN_8270_AS_2_filt	4	True	0.792	0.794	0.206	0.301	0.379	1.261
0000_HTAN_8270_AS_2_filt	5	True	0.896	0.898	0.102	0.301	0.418	1.392
0000_HTAN_8270_AS_2_filt	6	True	0.844	0.844	0.156	0.301	0.357	1.186
0000_HTAN_8270_AS_2_filt	7	True	0.824	0.824	0.176	0.301	0.381	1.268
0000_HTAN_8270_AS_2_filt	8	True	0.794	0.795	0.205	0.301	0.296	0.986
0000_HTAN_8270_AS_2_filt	9	True	0.791	0.791	0.209	0.301	0.374	1.243
0000_HTAN_8270_AS_2_filt	10	True	0.744	0.752	0.248	0.301	0.439	1.461
0000_HTAN_8270_AS_2_filt	11	True	0.836	0.836	0.164	0.301	0.139	0.461
0000_HTAN_8270_AS_2_filt	12	True	0.797	0.8	0.2	0.301	0.276	0.92
0000_HTAN_8270_AS_2_filt	13	True	0.758	0.758	0.242	0.301	0.21	0.697
0000_HTAN_8270_AS_2_filt	14	True	0.797	0.8	0.2	0.301	0.276	0.92
0000_HTAN_8270_AS_2_filt	15	True	0.826	0.83	0.17	0.301	0.214	0.712
0000_HTAN_8270_AS_2_filt	16	True	0.824	0.824	0.176	0.301	0.415	1.382
0000_HTAN_8270_AS_2_filt	17	True	0.875	0.875	0.125	0.301	0.403	1.342
0000_HTAN_8270_AS_2_filt	18	True	0.826	0.832	0.168	0.301	0.215	0.716
0000_HTAN_8270_AS_2_filt	19	True	0.798	0.802	0.198	0.301	0.359	1.194
0000_HTAN_8270_AS_2_filt	20	True	0.857	0.86	0.14	0.301	0.381	1.269
0000_HTAN_8270_AS_2_filt	21	True	0.791	0.791	0.209	0.301	0.356	1.183
0000_HTAN_8270_AS_2_filt	22	True	0.761	0.77	0.23	0.301	0.098	0.327
0000_HTAN_8270_AS_2_filt	23	True	0.792	0.795	0.205	0.301	0.358	1.191
0000_HTAN_8270_AS_2_filt	24	True	0.767	0.768	0.232	0.301	0.366	1.219
0000_HTAN_8270_AS_2_filt	25	True	0.857	0.857	0.143	0.301	0.381	1.269
0000_HTAN_8270_AS_2_filt	26	True	0.875	0.875	0.125	0.301	0.324	1.079
0000_HTAN_8270_AS_2_filt	27	True	0.85	0.851	0.149	0.301	0.169	0.564
0000_HTAN_8270_AS_2_filt	28	True	0.794	0.795	0.205	0.301	0.296	0.986
0000_HTAN_8270_AS_2_filt	29	True	0.847	0.847	0.153	0.301	0.357	1.189
0000_HTAN_8270_AS_2_filt	30	True	0.761	0.773	0.227	0.301	0.386	1.283
0000_HTAN_8270_AS_2_filt	31	True	0.798	0.798	0.202	0.301	0.144	0.481
0000_HTAN_8270_AS_2_filt	32	True	0.824	0.824	0.176	0.301	0.415	1.382
0000_HTAN_8270_AS_2_filt	33	True	0.853	0.856	0.144	0.301	0.175	0.581
0000_HTAN_8270_AS_2_filt	34	True	0.761	0.773	0.227	0.301	0.398	1.325
0000_HTAN_8270_AS_2_filt	35	True	0.833	0.833	0.167	0.301	0.314	1.045
0000_HTAN_8270_AS_2_filt	36	True	0.774	0.774	0.226	0.301	0.377	1.256
0000_HTAN_8270_AS_2_filt	37	True	0.734	0.738	0.262	0.301	0.297	0.989
0000_HTAN_8270_AS_2_filt	38	True	0.722	0.729	0.271	0.301	0.439	1.459
0000_HTAN_8270_AS_2_filt	39	True	0.853	0.856	0.144	0.301	0.175	0.581
0000_HTAN_8270_AS_2_filt	40	True	0.833	0.833	0.167	0.301	0.314	1.045
0000_HTAN_8270_AS_2_filt	41	True	0.803	0.806	0.194	0.301	0.259	0.863
0000_HTAN_8270_AS_2_filt	42	True	0.833	0.833	0.167	0.301	0.314	1.045
0000_HTAN_8270_AS_2_filt	43	True	0.785	0.785	0.215	0.301	0.421	1.401
0000_HTAN_8270_AS_2_filt	44	True	0.833	0.835	0.165	0.301	0.203	0.674
0000_HTAN_8270_AS_2_filt	45	True	0.824	0.83	0.17	0.301	0.374	1.244
0000_HTAN_8270_AS_2_filt	46	True	0.797	0.797	0.203	0.301	0.421	1.401
0000_HTAN_8270_AS_2_filt	47	True	0.809	0.811	0.189	0.301	0.464	1.545
0000_HTAN_8270_AS_2_filt	48	True	0.803	0.806	0.194	0.301	0.259	0.863
0000_HTAN_8270_AS_2_filt	49	True	0.853	0.856	0.144	0.301	0.211	0.702
0000_HTAN_8270_AS_2_filt	50	True	0.893	0.893	0.107	0.301	0.173	0.576
0000_HTAN_8270_AS_2_filt	51	True	0.752	0.752	0.248	0.301	0.411	1.368
0000_HTAN_8270_AS_2_filt	52	True	0.743	0.756	0.244	0.301	0.426	1.419
0000_HTAN_8270_AS_2_filt	53	True	0.833	0.833	0.167	0.301	0.314	1.045
0000_HTAN_8270_AS_2_filt	54	True	0.85	0.85	0.15	0.301	0.181	0.603
0000_HTAN_8270_AS_2_filt	55	True	0.791	0.791	0.209	0.301	0.351	1.167
0000_HTAN_8270_AS_2_filt	56	True	0.878	0.878	0.122	0.301	0.082	0.272
0000_HTAN_8270_AS_2_filt	57	True	0.853	0.853	0.147	0.301	0.175	0.581
0000_HTAN_8270_AS_2_filt	58	True	0.875	0.878	0.122	0.301	0.324	1.079
0000_HTAN_8270_AS_2_filt	59	True	0.866	0.869	0.131	0.301	0.201	0.669
0000_HTAN_8270_AS_2_filt	60	True	0.722	0.732	0.268	0.301	0.453	1.508
0000_HTAN_8270_AS_2_filt	61	True	0.842	0.844	0.156	0.301	0.431	1.435
0000_HTAN_8270_AS_2_filt	62	True	0.866	0.869	0.131	0.301	0.151	0.503
0000_HTAN_8270_AS_2_filt	63	True	0.85	0.851	0.149	0.301	0.169	0.564
0000_HTAN_8270_AS_2_filt	64	True	0.878	0.878	0.122	0.301	0.082	0.272
0000_HTAN_8270_AS_2_filt	65	True	0.764	0.767	0.233	0.301	0.071	0.237
0000_HTAN_8270_AS_2_filt	66	True	0.734	0.738	0.262	0.301	0.297	0.989
0000_HTAN_8270_AS_2_filt	67	True	0.723	0.726	0.274	0.301	0.463	1.542
0000_HTAN_8270_AS_2_filt	68	True	0.809	0.812	0.188	0.301	0.464	1.545
0000_HTAN_8270_AS_2_filt	69	True	0.818	0.818	0.182	0.301	0.349	1.161
0000_HTAN_8270_AS_2_filt	70	True	0.761	0.776	0.224	0.301	0.363	1.209
0000_HTAN_8270_AS_2_filt	71	True	0.844	0.844	0.156	0.301	0.357	1.186
0000_HTAN_8270_AS_2_filt	72	True	0.785	0.785	0.215	0.301	0.421	1.401
0000_HTAN_8270_AS_2_filt	73	True	0.842	0.844	0.156	0.301	0.267	0.887
0000_HTAN_8270_AS_2_filt	74	True	0.824	0.829	0.171	0.301	0.374	1.245
0000_HTAN_8270_AS_2_filt	75	True	0.702	0.708	0.292	0.301	0.441	1.467
0000_HTAN_8270_AS_2_filt	76	True	0.836	0.836	0.164	0.301	0.139	0.461
0000_HTAN_8270_AS_2_filt	77	True	0.812	0.817	0.183	0.301	0.08	0.267
0000_HTAN_8270_AS_2_filt	78	True	0.802	0.802	0.198	0.301	0.106	0.351
0000_HTAN_8270_AS_2_filt	79	True	0.779	0.783	0.217	0.301	0.226	0.752
0000_HTAN_8270_AS_2_filt	80	True	0.797	0.797	0.203	0.301	0.421	1.401
0000_HTAN_8270_AS_2_filt	81	True	0.836	0.838	0.162	0.301	0.229	0.762
0000_HTAN_8270_AS_2_filt	82	True	0.853	0.854	0.146	0.301	0.211	0.702
0000_HTAN_8270_AS_2_filt	83	True	0.743	0.755	0.245	0.301	0.41	1.365
0000_HTAN_8270_AS_2_filt	84	True	0.779	0.78	0.22	0.301	0.227	0.755
0000_HTAN_8270_AS_2_filt	85	True	0.794	0.797	0.203	0.301	0.296	0.986
0000_HTAN_8270_AS_2_filt	86	True	0.773	0.779	0.221	0.301	0.45	1.498
0000_HTAN_8270_AS_2_filt	87	True	0.74	0.755	0.245	0.301	0.393	1.309
0000_HTAN_8270_AS_2_filt	88	True	0.866	0.866	0.134	0.301	0.326	1.084
0000_HTAN_8270_AS_2_filt	89	True	0.85	0.851	0.149	0.301	0.169	0.564
0000_HTAN_8270_AS_2_filt	90	True	0.899	0.904	0.096	0.301	0.423	1.408
0000_HTAN_8270_AS_2_filt	91	True	0.774	0.774	0.226	0.301	0.377	1.256
0000_HTAN_8270_AS_2_filt	92	True	0.764	0.773	0.227	0.301	0.387	1.288
0000_HTAN_8270_AS_2_filt	93	True	0.755	0.755	0.245	0.301	0.294	0.979
0000_HTAN_8270_AS_2_filt	94	True	0.803	0.806	0.194	0.301	0.311	1.035
0000_HTAN_8270_AS_2_filt	95	True	0.794	0.797	0.203	0.301	0.379	1.262
0000_HTAN_8270_AS_2_filt	96	True	0.797	0.803	0.197	0.301	0.32	1.066
0000_HTAN_8270_AS_2_filt	97	True	0.833	0.833	0.167	0.301	0.314	1.045
0000_HTAN_8270_AS_2_filt	98	True	0.774	0.774	0.226	0.301	0.344	1.146
0000_HTAN_8270_AS_2_filt	99	True	0.806	0.806	0.194	0.301	0.331	1.1
0000_HTAN_8270_AS_2_filt	100	True	0.857	0.859	0.141	0.301	0.089	0.295
0000_HTAN_8270_AS_2_filt	101	True	0.833	0.833	0.167	0.301	0.218	0.726
0000_HTAN_8270_AS_2_filt	102	True	0.866	0.868	0.132	0.301	0.131	0.436
0000_HTAN_8270_AS_2_filt	103	True	0.842	0.842	0.158	0.301	0.294	0.98
0000_HTAN_8270_AS_2_filt	104	True	0.797	0.797	0.203	0.301	0.356	1.184
0000_HTAN_8270_AS_2_filt	105	True	0.824	0.83	0.17	0.301	0.374	1.244
0000_HTAN_8270_AS_2_filt	106	True	0.802	0.802	0.198	0.301	0.106	0.351
0000_HTAN_8270_AS_2_filt	107	True	0.747	0.747	0.253	0.301	0.278	0.925
0000_HTAN_8270_AS_2_filt	108	True	0.905	0.911	0.089	0.301	0.43	1.43
0000_HTAN_8270_AS_2_filt	109	True	0.764	0.776	0.224	0.301	0.376	1.252
0000_HTAN_8270_AS_2_filt	110	True	0.806	0.806	0.194	0.301	0.305	1.016
0000_HTAN_8270_AS_2_filt	111	True	0.773	0.777	0.223	0.301	0.472	1.57
0000_HTAN_8270_AS_2_filt	112	True	0.842	0.844	0.156	0.301	0.267	0.887
0000_HTAN_8270_AS_2_filt	113	True	0.853	0.853	0.147	0.301	0.211	0.702
0000_HTAN_8270_AS_2_filt	114	True	0.752	0.755	0.245	0.301	0.18	0.598
0000_HTAN_8270_AS_2_filt	115	True	0.875	0.878	0.122	0.301	0.403	1.342
0000_HTAN_8270_AS_2_filt	116	True	0.836	0.836	0.164	0.301	0.155	0.517
0000_HTAN_8270_AS_2_filt	117	True	0.702	0.707	0.293	0.301	0.466	1.55
0000_HTAN_8270_AS_2_filt	118	True	0.743	0.756	0.244	0.301	0.41	1.363
0000_HTAN_8270_AS_2_filt	119	True	0.818	0.818	0.182	0.301	0.349	1.161
0000_HTAN_8270_AS_2_filt	120	True	0.869	0.869	0.131	0.301	0.335	1.114
0000_HTAN_8270_AS_2_filt	121	True	0.752	0.759	0.241	0.301	0.378	1.259
0000_HTAN_8270_AS_2_filt	122	True	0.899	0.905	0.095	0.301	0.423	1.408
0000_HTAN_8270_AS_2_filt	123	True	0.777	0.82	0.18	0.301	0.336	1.118
0000_HTAN_8270_AS_2_filt	124	True	0.866	0.868	0.132	0.301	0.204	0.678
0000_HTAN_8270_AS_2_filt	125	True	0.842	0.842	0.158	0.301	0.431	1.435
0000_HTAN_8270_AS_2_filt	126	True	0.812	0.812	0.188	0.301	0.264	0.877
0000_HTAN_8270_AS_2_filt	127	True	0.803	0.806	0.194	0.301	0.259	0.863
0000_HTAN_8270_AS_2_filt	128	True	0.905	0.908	0.092	0.301	0.425	1.415
0000_HTAN_8270_AS_2_filt	129	True	0.857	0.86	0.14	0.301	0.381	1.269
0000_HTAN_8270_AS_2_filt	130	True	0.702	0.708	0.292	0.301	0.472	1.571
0000_HTAN_8270_AS_2_filt	131	True	0.905	0.907	0.093	0.301	0.425	1.415
0000_HTAN_8270_AS_2_filt	132	True	0.797	0.803	0.197	0.301	0.32	1.066
0000_HTAN_8270_AS_2_filt	133	True	0.812	0.812	0.188	0.301	0.198	0.658
0000_HTAN_8270_AS_2_filt	134	True	0.803	0.806	0.194	0.301	0.259	0.863
0000_HTAN_8270_AS_2_filt	135	True	0.857	0.859	0.141	0.301	0.073	0.241
0000_HTAN_8270_AS_2_filt	136	True	0.794	0.798	0.202	0.301	0.379	1.262
0000_HTAN_8270_AS_2_filt	137	True	0.827	0.827	0.173	0.301	0.386	1.285
0000_HTAN_8270_AS_2_filt	138	True	0.85	0.851	0.149	0.301	0.169	0.564
0000_HTAN_8270_AS_2_filt	139	True	0.797	0.797	0.203	0.301	0.356	1.184
0000_HTAN_8270_AS_2_filt	140	True	0.767	0.77	0.23	0.301	0.388	1.293
0000_HTAN_8270_AS_2_filt	141	True	0.794	0.797	0.203	0.301	0.379	1.262
0000_HTAN_8270_AS_2_filt	142	True	0.735	0.746	0.254	0.301	0.404	1.345
0000_HTAN_8270_AS_2_filt	143	True	0.701	0.704	0.296	0.301	0.434	1.445
0000_HTAN_8270_AS_2_filt	144	True	0.77	0.774	0.226	0.301	0.46	1.53
0000_HTAN_8270_AS_2_filt	145	True	0.826	0.83	0.17	0.301	0.214	0.712
0000_HTAN_8270_AS_2_filt	146	True	0.892	0.895	0.105	0.301	0.22	0.731
0000_HTAN_8270_AS_2_filt	147	True	0.758	0.758	0.242	0.301	0.21	0.697
0000_HTAN_8270_AS_2_filt	148	True	0.901	0.902	0.098	0.301	0.344	1.144
0000_HTAN_8270_AS_2_filt	149	True	0.842	0.844	0.156	0.301	0.44	1.463
0000_HTAN_8270_AS_2_filt	150	True	0.735	0.746	0.254	0.301	0.413	1.376
0000_HTAN_8270_AS_2_filt	151	True	0.853	0.857	0.143	0.301	0.264	0.878
0000_HTAN_8270_AS_2_filt	152	True	0.779	0.783	0.217	0.301	0.226	0.752
0000_HTAN_8270_AS_2_filt	153	True	0.734	0.735	0.265	0.301	0.456	1.518
0000_HTAN_8270_AS_2_filt	154	True	0.794	0.797	0.203	0.301	0.296	0.986
0000_HTAN_8270_AS_2_filt	155	True	0.741	0.743	0.257	0.301	0.413	1.374
0000_HTAN_8270_AS_2_filt	156	True	0.827	0.827	0.173	0.301	0.389	1.296
0000_HTAN_8270_AS_2_filt	157	True	0.812	0.812	0.188	0.301	0.198	0.658
0000_HTAN_8270_AS_2_filt	158	True	0.878	0.878	0.122	0.301	0.082	0.272
0000_HTAN_8270_AS_2_filt	159	True	0.803	0.803	0.197	0.301	0.258	0.858
0000_HTAN_8270_AS_2_filt	160	True	0.767	0.768	0.232	0.301	0.366	1.219
0000_HTAN_8270_AS_2_filt	161	True	0.798	0.8	0.2	0.301	0.159	0.527
0000_HTAN_8270_AS_2_filt	162	True	0.77	0.77	0.23	0.301	0.359	1.196
0000_HTAN_8270_AS_2_filt	163	True	0.803	0.803	0.197	0.301	0.217	0.722
0000_HTAN_8270_AS_2_filt	164	True	0.794	0.797	0.203	0.301	0.379	1.262
0000_HTAN_8270_AS_2_filt	165	True	0.71	0.723	0.277	0.301	0.413	1.375
0000_HTAN_8270_AS_2_filt	166	True	0.794	0.797	0.203	0.301	0.379	1.262
0000_HTAN_8270_AS_2_filt	167	True	0.747	0.747	0.253	0.301	0.331	1.1
0000_HTAN_8270_AS_2_filt	168	True	0.764	0.773	0.227	0.301	0.387	1.288
0000_HTAN_8270_AS_2_filt	169	True	0.892	0.898	0.102	0.301	0.22	0.731
0000_HTAN_8270_AS_2_filt	170	True	0.747	0.747	0.253	0.301	0.362	1.205
0000_HTAN_8270_AS_2_filt	171	True	0.735	0.747	0.253	0.301	0.408	1.356
0000_HTAN_8270_AS_2_filt	172	True	0.741	0.743	0.257	0.301	0.375	1.246
0000_HTAN_8270_AS_2_filt	173	True	0.853	0.854	0.146	0.301	0.175	0.581
0000_HTAN_8270_AS_2_filt	174	True	0.818	0.818	0.182	0.301	0.363	1.209
0000_HTAN_8270_AS_2_filt	175	True	0.722	0.893	0.107	0.301	0.169	0.563
0000_HTAN_8270_AS_2_filt	176	True	0.833	0.833	0.167	0.301	0.314	1.045
0000_HTAN_8270_AS_2_filt	177	True	0.802	0.802	0.198	0.301	0.106	0.351
0000_HTAN_8270_AS_2_filt	178	True	0.77	0.77	0.23	0.301	0.359	1.196
0000_HTAN_8270_AS_2_filt	179	True	0.764	0.776	0.224	0.301	0.387	1.288
0000_HTAN_8270_AS_2_filt	180	True	0.731	0.734	0.266	0.301	-0.011	-0.037
0000_HTAN_8270_AS_2_filt	181	True	0.798	0.802	0.198	0.301	0.359	1.194
0000_HTAN_8270_AS_2_filt	182	True	0.785	0.785	0.215	0.301	0.444	1.477
0000_HTAN_8270_AS_2_filt	183	True	0.734	0.741	0.259	0.301	0.311	1.034
0000_HTAN_8270_AS_2_filt	184	True	0.752	0.759	0.241	0.301	0.382	1.272
0000_HTAN_8270_AS_2_filt	185	True	0.836	0.838	0.162	0.301	0.229	0.762
0000_HTAN_8270_AS_2_filt	186	True	0.752	0.752	0.248	0.301	0.411	1.368
0000_HTAN_8270_AS_2_filt	187	True	0.767	0.77	0.23	0.301	0.436	1.449
0000_HTAN_8270_AS_2_filt	188	True	0.791	0.797	0.203	0.301	0.36	1.199
0000_HTAN_8270_AS_2_filt	189	True	0.722	0.728	0.272	0.301	0.462	1.538
0000_HTAN_8270_AS_2_filt	190	True	0.797	0.797	0.203	0.301	0.356	1.184
0000_HTAN_8270_AS_2_filt	191	True	0.719	0.732	0.268	0.301	0.454	1.511
0000_HTAN_8270_AS_2_filt	192	True	0.844	0.844	0.156	0.301	0.357	1.186
0000_HTAN_8270_AS_2_filt	193	True	0.836	0.836	0.164	0.301	0.155	0.517
0000_HTAN_8270_AS_2_filt	194	True	0.803	0.803	0.197	0.301	0.258	0.858
