go_id	raw_size	covered_size	n_input	n_readout	representative
GOBP_NUCLEOSIDE_SALVAGE	12	6	3	3	GOBP_NUCLEOSIDE_SALVAGE
GOBP_NUCLEOSIDE_TRANSMEMBRANE_TRANSPORT	8	6	3	3	GOBP_NUCLEOSIDE_TRANSMEMBRANE_TRANSPORT
GOBP_NUCLEOSIDE_TRANSPORT	10	6	3	3	GOBP_NUCLEOSIDE_TRANSMEMBRANE_TRANSPORT
GOBP_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS	129	50	25	25	GOBP_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS
GOBP_NUCLEOSIDE_TRIPHOSPHATE_CATABOLIC_PROCESS	12	4	2	2	GOBP_NUCLEOSIDE_TRIPHOSPHATE_CATABOLIC_PROCESS
GOBP_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	283	118	59	59	GOBP_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS
GOBP_NUCLEOSOME_ORGANIZATION	139	30	15	15	GOBP_NUCLEOSOME_ORGANIZATION
GOBP_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_SIGNALING_PATHWAY	30	11	6	5	GOBP_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_SIGNALING_PATHWAY
GOBP_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_1_SIGNALING_PATHWAY	8	4	2	2	GOBP_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_1_SIGNALING_PATHWAY
GOBP_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_2_SIGNALING_PATHWAY	20	9	5	4	GOBP_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_2_SIGNALING_PATHWAY
GOBP_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	227	99	50	49	GOBP_NUCLEOTIDE_BIOSYNTHETIC_PROCESS
GOBP_NUCLEOTIDE_EXCISION_REPAIR	88	30	15	15	GOBP_NUCLEOTIDE_EXCISION_REPAIR
GOBP_NUCLEOTIDE_EXCISION_REPAIR_DNA_GAP_FILLING	6	5	3	2	GOBP_NUCLEOTIDE_EXCISION_REPAIR_DNA_GAP_FILLING
GOBP_NUCLEOTIDE_METABOLIC_PROCESS	500	221	111	110	GOBP_NUCLEOTIDE_METABOLIC_PROCESS
GOBP_NUCLEOTIDE_SALVAGE	18	10	5	5	GOBP_NUCLEOTIDE_SALVAGE
GOBP_NUCLEOTIDE_SUGAR_BIOSYNTHETIC_PROCESS	30	11	6	5	GOBP_NUCLEOTIDE_SUGAR_BIOSYNTHETIC_PROCESS
GOBP_NUCLEOTIDE_SUGAR_METABOLIC_PROCESS	46	17	9	8	GOBP_NUCLEOTIDE_SUGAR_METABOLIC_PROCESS
GOBP_NUCLEOTIDE_SUGAR_TRANSMEMBRANE_TRANSPORT	13	6	3	3	GOBP_NUCLEOTIDE_SUGAR_TRANSMEMBRANE_TRANSPORT
GOBP_NUCLEOTIDE_TRANSMEMBRANE_TRANSPORT	28	12	6	6	GOBP_NUCLEOTIDE_TRANSMEMBRANE_TRANSPORT
GOBP_NUCLEOTIDE_TRANSPORT	48	24	12	12	GOBP_NUCLEOTIDE_TRANSPORT
GOBP_NUCLEUS_LOCALIZATION	33	11	6	5	GOBP_NUCLEUS_LOCALIZATION
GOBP_NUCLEUS_ORGANIZATION	159	66	33	33	GOBP_NUCLEUS_ORGANIZATION
GOBP_NUTRIENT_STORAGE	100	51	26	25	GOBP_NUTRIENT_STORAGE
GOBP_N_ACETYLGLUCOSAMINE_METABOLIC_PROCESS	19	7	4	3	GOBP_N_ACETYLGLUCOSAMINE_METABOLIC_PROCESS
GOBP_N_ACETYLNEURAMINATE_METABOLIC_PROCESS	13	7	4	3	GOBP_N_ACETYLNEURAMINATE_METABOLIC_PROCESS
GOBP_N_ACYLPHOSPHATIDYLETHANOLAMINE_METABOLIC_PROCESS	9	6	3	3	GOBP_N_ACYLPHOSPHATIDYLETHANOLAMINE_METABOLIC_PROCESS
GOBP_N_GLYCAN_FUCOSYLATION	5	3	2	1	GOBP_N_GLYCAN_FUCOSYLATION
GOBP_N_GLYCAN_PROCESSING	22	9	5	4	GOBP_N_GLYCAN_PROCESSING
GOBP_N_TERMINAL_PROTEIN_AMINO_ACID_ACETYLATION	12	4	2	2	GOBP_N_TERMINAL_PROTEIN_AMINO_ACID_ACETYLATION
GOBP_N_TERMINAL_PROTEIN_AMINO_ACID_MODIFICATION	20	4	2	2	GOBP_N_TERMINAL_PROTEIN_AMINO_ACID_ACETYLATION
GOBP_OBSERVATIONAL_LEARNING	9	6	3	3	GOBP_OBSERVATIONAL_LEARNING
GOBP_ODONTOBLAST_DIFFERENTIATION	18	8	4	4	GOBP_ODONTOBLAST_DIFFERENTIATION
GOBP_ODONTOGENESIS	131	90	45	45	GOBP_ODONTOGENESIS
GOBP_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH	89	58	29	29	GOBP_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH
GOBP_OLEFINIC_COMPOUND_BIOSYNTHETIC_PROCESS	31	19	10	9	GOBP_OLEFINIC_COMPOUND_BIOSYNTHETIC_PROCESS
GOBP_OLEFINIC_COMPOUND_METABOLIC_PROCESS	166	96	48	48	GOBP_OLEFINIC_COMPOUND_METABOLIC_PROCESS
GOBP_OLFACTORY_BEHAVIOR	11	3	2	1	GOBP_OLFACTORY_BEHAVIOR
GOBP_OLFACTORY_BULB_INTERNEURON_DEVELOPMENT	9	8	4	4	GOBP_OLFACTORY_BULB_INTERNEURON_DEVELOPMENT
GOBP_OLFACTORY_BULB_INTERNEURON_DIFFERENTIATION	14	11	6	5	GOBP_OLFACTORY_BULB_INTERNEURON_DIFFERENTIATION
GOBP_OLFACTORY_LOBE_DEVELOPMENT	39	26	13	13	GOBP_OLFACTORY_LOBE_DEVELOPMENT
GOBP_OLFACTORY_NERVE_DEVELOPMENT	7	4	2	2	GOBP_OLFACTORY_NERVE_DEVELOPMENT
GOBP_OLIGODENDROCYTE_APOPTOTIC_PROCESS	5	5	3	2	GOBP_OLIGODENDROCYTE_APOPTOTIC_PROCESS
GOBP_OLIGODENDROCYTE_DEVELOPMENT	49	31	16	15	GOBP_OLIGODENDROCYTE_DEVELOPMENT
GOBP_OLIGODENDROCYTE_DIFFERENTIATION	109	63	32	31	GOBP_OLIGODENDROCYTE_DIFFERENTIATION
GOBP_OLIGODENDROCYTE_PROGENITOR_PROLIFERATION	7	3	2	1	GOBP_OLIGODENDROCYTE_PROGENITOR_PROLIFERATION
GOBP_OLIGOPEPTIDE_IMPORT_ACROSS_PLASMA_MEMBRANE	5	3	2	1	GOBP_OLIGOPEPTIDE_IMPORT_ACROSS_PLASMA_MEMBRANE
GOBP_OLIGOPEPTIDE_TRANSPORT	19	10	5	5	GOBP_OLIGOPEPTIDE_TRANSPORT
GOBP_OLIGOSACCHARIDE_BIOSYNTHETIC_PROCESS	27	19	10	9	GOBP_OLIGOSACCHARIDE_BIOSYNTHETIC_PROCESS
GOBP_OLIGOSACCHARIDE_CATABOLIC_PROCESS	16	8	4	4	GOBP_OLIGOSACCHARIDE_CATABOLIC_PROCESS
GOBP_OLIGOSACCHARIDE_METABOLIC_PROCESS	64	36	18	18	GOBP_OLIGOSACCHARIDE_METABOLIC_PROCESS
GOBP_OMEGA_HYDROXYLASE_P450_PATHWAY	12	6	3	3	GOBP_OMEGA_HYDROXYLASE_P450_PATHWAY
GOBP_ONCOGENE_INDUCED_CELL_SENESCENCE	7	4	2	2	GOBP_ONCOGENE_INDUCED_CELL_SENESCENCE
GOBP_ONE_CARBON_COMPOUND_TRANSPORT	25	19	10	9	GOBP_ONE_CARBON_COMPOUND_TRANSPORT
GOBP_ONE_CARBON_METABOLIC_PROCESS	24	12	6	6	GOBP_ONE_CARBON_METABOLIC_PROCESS
GOBP_OOCYTE_CONSTRUCTION	8	4	2	2	GOBP_OOCYTE_CONSTRUCTION
GOBP_OOCYTE_DIFFERENTIATION	69	33	17	16	GOBP_OOCYTE_DIFFERENTIATION
GOBP_OOCYTE_MATURATION	37	19	10	9	GOBP_OOCYTE_MATURATION
GOBP_OOGENESIS	116	59	30	29	GOBP_OOGENESIS
GOBP_OPSONIZATION	17	13	7	6	GOBP_OPSONIZATION
GOBP_OPTIC_CUP_MORPHOGENESIS_INVOLVED_IN_CAMERA_TYPE_EYE_DEVELOPMENT	7	6	3	3	GOBP_OPTIC_CUP_MORPHOGENESIS_INVOLVED_IN_CAMERA_TYPE_EYE_DEVELOPMENT
GOBP_OPTIC_NERVE_DEVELOPMENT	19	12	6	6	GOBP_OPTIC_NERVE_DEVELOPMENT
GOBP_OPTIC_NERVE_MORPHOGENESIS	6	5	3	2	GOBP_OPTIC_NERVE_MORPHOGENESIS
GOBP_ORGANELLE_ASSEMBLY	1083	389	195	194	GOBP_ORGANELLE_ASSEMBLY
GOBP_ORGANELLE_DISASSEMBLY	73	20	10	10	GOBP_ORGANELLE_DISASSEMBLY
GOBP_ORGANELLE_FISSION	510	243	122	121	GOBP_ORGANELLE_FISSION
GOBP_ORGANELLE_FUSION	184	63	32	31	GOBP_ORGANELLE_FUSION
GOBP_ORGANELLE_INHERITANCE	16	6	3	3	GOBP_ORGANELLE_INHERITANCE
GOBP_ORGANELLE_LOCALIZATION	619	256	128	128	GOBP_ORGANELLE_LOCALIZATION
GOBP_ORGANELLE_MEMBRANE_FUSION	138	49	25	24	GOBP_ORGANELLE_MEMBRANE_FUSION
GOBP_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE	93	31	16	15	GOBP_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE
GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS	334	176	88	88	GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS
GOBP_ORGANIC_ACID_CATABOLIC_PROCESS	246	125	63	62	GOBP_ORGANIC_ACID_CATABOLIC_PROCESS
GOBP_ORGANIC_ACID_METABOLIC_PROCESS	929	471	236	235	GOBP_ORGANIC_ACID_METABOLIC_PROCESS
GOBP_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT	159	88	44	44	GOBP_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT
GOBP_ORGANIC_ACID_TRANSPORT	358	210	105	105	GOBP_ORGANIC_ACID_TRANSPORT
GOBP_ORGANIC_ANION_TRANSPORT	467	269	135	134	GOBP_ORGANIC_ANION_TRANSPORT
GOBP_ORGANIC_CATION_TRANSPORT	121	70	35	35	GOBP_ORGANIC_CATION_TRANSPORT
GOBP_ORGANIC_HYDROXY_COMPOUND_TRANSPORT	297	169	85	84	GOBP_ORGANIC_HYDROXY_COMPOUND_TRANSPORT
GOBP_ORGANISM_EMERGENCE_FROM_PROTECTIVE_STRUCTURE	30	18	9	9	GOBP_ORGANISM_EMERGENCE_FROM_PROTECTIVE_STRUCTURE
GOBP_ORGANOPHOSPHATE_BIOSYNTHETIC_PROCESS	611	275	138	137	GOBP_ORGANOPHOSPHATE_BIOSYNTHETIC_PROCESS
GOBP_ORGANOPHOSPHATE_CATABOLIC_PROCESS	248	112	56	56	GOBP_ORGANOPHOSPHATE_CATABOLIC_PROCESS
GOBP_ORGANOPHOSPHATE_ESTER_TRANSPORT	179	89	45	44	GOBP_ORGANOPHOSPHATE_ESTER_TRANSPORT
GOBP_ORGANOPHOSPHATE_METABOLIC_PROCESS	1076	501	251	250	GOBP_ORGANOPHOSPHATE_METABOLIC_PROCESS
GOBP_ORGAN_GROWTH	188	97	49	48	GOBP_ORGAN_GROWTH
GOBP_ORGAN_INDUCTION	23	15	8	7	GOBP_ORGAN_INDUCTION
GOBP_ORGAN_OR_TISSUE_SPECIFIC_IMMUNE_RESPONSE	43	20	10	10	GOBP_ORGAN_OR_TISSUE_SPECIFIC_IMMUNE_RESPONSE
GOBP_ORNITHINE_METABOLIC_PROCESS	8	4	2	2	GOBP_ORNITHINE_METABOLIC_PROCESS
GOBP_ORNITHINE_TRANSPORT	7	4	2	2	GOBP_L_LYSINE_TRANSPORT
GOBP_OSMOSENSORY_SIGNALING_PATHWAY	9	7	4	3	GOBP_OSMOSENSORY_SIGNALING_PATHWAY
GOBP_OSSIFICATION	456	247	124	123	GOBP_OSSIFICATION
GOBP_OSTEOBLAST_DEVELOPMENT	18	9	5	4	GOBP_OSTEOBLAST_DEVELOPMENT
GOBP_OSTEOBLAST_DIFFERENTIATION	267	142	71	71	GOBP_OSTEOBLAST_DIFFERENTIATION
GOBP_OSTEOBLAST_PROLIFERATION	36	19	10	9	GOBP_OSTEOBLAST_PROLIFERATION
GOBP_OSTEOCLAST_DIFFERENTIATION	116	63	32	31	GOBP_OSTEOCLAST_DIFFERENTIATION
GOBP_OSTEOCLAST_PROLIFERATION	12	6	3	3	GOBP_OSTEOCLAST_PROLIFERATION
GOBP_OTIC_VESICLE_DEVELOPMENT	16	10	5	5	GOBP_OTIC_VESICLE_DEVELOPMENT
GOBP_OTIC_VESICLE_FORMATION	8	5	3	2	GOBP_OTIC_VESICLE_FORMATION
GOBP_OTIC_VESICLE_MORPHOGENESIS	10	7	4	3	GOBP_OTIC_VESICLE_MORPHOGENESIS
GOBP_OTOLITH_DEVELOPMENT	10	5	3	2	GOBP_OTOLITH_DEVELOPMENT
GOBP_OUTER_DYNEIN_ARM_ASSEMBLY	23	4	2	2	GOBP_OUTER_DYNEIN_ARM_ASSEMBLY
GOBP_OUTER_EAR_MORPHOGENESIS	9	6	3	3	GOBP_OUTER_EAR_MORPHOGENESIS
GOBP_OUTFLOW_TRACT_MORPHOGENESIS	86	48	24	24	GOBP_OUTFLOW_TRACT_MORPHOGENESIS
GOBP_OUTFLOW_TRACT_SEPTUM_MORPHOGENESIS	28	17	9	8	GOBP_OUTFLOW_TRACT_SEPTUM_MORPHOGENESIS
GOBP_OVARIAN_FOLLICLE_DEVELOPMENT	62	35	18	17	GOBP_OVARIAN_FOLLICLE_DEVELOPMENT
GOBP_OVIDUCT_DEVELOPMENT	6	5	3	2	GOBP_OVIDUCT_DEVELOPMENT
GOBP_OVULATION	17	11	6	5	GOBP_OVULATION
GOBP_OVULATION_CYCLE	68	45	23	22	GOBP_OVULATION_CYCLE
GOBP_OVULATION_CYCLE_PROCESS	50	33	17	16	GOBP_OVULATION_CYCLE_PROCESS
GOBP_OVULATION_FROM_OVARIAN_FOLLICLE	10	6	3	3	GOBP_OVULATION_FROM_OVARIAN_FOLLICLE
GOBP_OXALATE_TRANSPORT	12	5	3	2	GOBP_OXALATE_TRANSPORT
GOBP_OXALOACETATE_METABOLIC_PROCESS	11	6	3	3	GOBP_OXALOACETATE_METABOLIC_PROCESS
GOBP_OXIDATIVE_DEMETHYLATION	10	3	2	1	GOBP_OXIDATIVE_DEMETHYLATION
GOBP_OXIDATIVE_PHOSPHORYLATION	151	63	32	31	GOBP_OXIDATIVE_PHOSPHORYLATION
GOBP_OXYGEN_METABOLIC_PROCESS	8	5	3	2	GOBP_OXYGEN_METABOLIC_PROCESS
GOBP_OXYGEN_TRANSPORT	15	10	5	5	GOBP_OXYGEN_TRANSPORT
GOBP_O_GLYCAN_PROCESSING	39	28	14	14	GOBP_O_GLYCAN_PROCESSING
GOBP_P38MAPK_CASCADE	60	32	16	16	GOBP_P38MAPK_CASCADE
GOBP_PALLIUM_DEVELOPMENT	197	93	47	46	GOBP_PALLIUM_DEVELOPMENT
GOBP_PANCREAS_DEVELOPMENT	81	42	21	21	GOBP_PANCREAS_DEVELOPMENT
GOBP_PANCREATIC_A_CELL_DIFFERENTIATION	10	5	3	2	GOBP_PANCREATIC_A_CELL_DIFFERENTIATION
GOBP_PANCREATIC_JUICE_SECRETION	11	6	3	3	GOBP_PANCREATIC_JUICE_SECRETION
GOBP_PANTOTHENATE_METABOLIC_PROCESS	7	5	3	2	GOBP_PANTOTHENATE_METABOLIC_PROCESS
GOBP_PARACELLULAR_TRANSPORT	7	6	3	3	GOBP_PARACELLULAR_TRANSPORT
GOBP_PARACRINE_SIGNALING	7	5	3	2	GOBP_PARACRINE_SIGNALING
GOBP_PARALLEL_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	7	5	3	2	GOBP_PARALLEL_ACTIN_FILAMENT_BUNDLE_ASSEMBLY
GOBP_PARANODAL_JUNCTION_ASSEMBLY	6	5	3	2	GOBP_PARANODAL_JUNCTION_ASSEMBLY
GOBP_PARASYMPATHETIC_NERVOUS_SYSTEM_DEVELOPMENT	19	15	8	7	GOBP_PARASYMPATHETIC_NERVOUS_SYSTEM_DEVELOPMENT
GOBP_PARATHYROID_GLAND_DEVELOPMENT	7	6	3	3	GOBP_PARATHYROID_GLAND_DEVELOPMENT
GOBP_PARAXIAL_MESODERM_DEVELOPMENT	20	12	6	6	GOBP_PARAXIAL_MESODERM_DEVELOPMENT
GOBP_PARAXIAL_MESODERM_FORMATION	7	6	3	3	GOBP_PARAXIAL_MESODERM_FORMATION
GOBP_PARAXIAL_MESODERM_MORPHOGENESIS	11	6	3	3	GOBP_PARAXIAL_MESODERM_FORMATION
GOBP_PARENTAL_BEHAVIOR	16	10	5	5	GOBP_PARENTAL_BEHAVIOR
GOBP_PARTURITION	14	10	5	5	GOBP_PARTURITION
GOBP_PATTERN_SPECIFICATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	8	8	4	4	GOBP_PATTERN_SPECIFICATION_INVOLVED_IN_KIDNEY_DEVELOPMENT
GOBP_PATTERN_SPECIFICATION_PROCESS	484	268	134	134	GOBP_PATTERN_SPECIFICATION_PROCESS
GOBP_PENETRATION_OF_ZONA_PELLUCIDA	11	6	3	3	GOBP_PENETRATION_OF_ZONA_PELLUCIDA
GOBP_PENTOSE_METABOLIC_PROCESS	13	6	3	3	GOBP_PENTOSE_METABOLIC_PROCESS
GOBP_PENTOSE_PHOSPHATE_SHUNT	20	9	5	4	GOBP_PENTOSE_PHOSPHATE_SHUNT
GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_CLASS_II_PROTEIN_COMPLEX	16	13	7	6	GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_CLASS_II_PROTEIN_COMPLEX
GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_CLASS_I_PROTEIN_COMPLEX	6	3	2	1	GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_CLASS_I_PROTEIN_COMPLEX
GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_PROTEIN_COMPLEX	21	15	8	7	GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_PROTEIN_COMPLEX
GOBP_PEPTIDE_BIOSYNTHETIC_PROCESS	26	12	6	6	GOBP_PEPTIDE_BIOSYNTHETIC_PROCESS
GOBP_PEPTIDE_CATABOLIC_PROCESS	20	10	5	5	GOBP_PEPTIDE_CATABOLIC_PROCESS
GOBP_PEPTIDE_CROSS_LINKING	21	16	8	8	GOBP_PEPTIDE_CROSS_LINKING
GOBP_PEPTIDE_METABOLIC_PROCESS	65	33	17	16	GOBP_PEPTIDE_METABOLIC_PROCESS
GOBP_PEPTIDE_MODIFICATION	8	4	2	2	GOBP_PEPTIDE_MODIFICATION
GOBP_PEPTIDE_TRANSPORT	291	167	84	83	GOBP_PEPTIDE_TRANSPORT
GOBP_PEPTIDOGLYCAN_METABOLIC_PROCESS	6	4	2	2	GOBP_PEPTIDOGLYCAN_METABOLIC_PROCESS
GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION	440	182	91	91	GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION
GOBP_PEPTIDYL_CYSTEINE_MODIFICATION	22	8	4	4	GOBP_PEPTIDYL_CYSTEINE_MODIFICATION
GOBP_PEPTIDYL_GLUTAMIC_ACID_MODIFICATION	21	11	6	5	GOBP_PEPTIDYL_GLUTAMIC_ACID_MODIFICATION
GOBP_PEPTIDYL_LYSINE_ACETYLATION	16	6	3	3	GOBP_PEPTIDYL_LYSINE_ACETYLATION
GOBP_PEPTIDYL_LYSINE_METHYLATION	18	5	3	2	GOBP_PEPTIDYL_LYSINE_METHYLATION
GOBP_PEPTIDYL_LYSINE_MODIFICATION	130	39	20	19	GOBP_PEPTIDYL_LYSINE_MODIFICATION
GOBP_PEPTIDYL_L_CYSTEINE_S_PALMITOYLATION	15	4	2	2	GOBP_PEPTIDYL_L_CYSTEINE_S_PALMITOYLATION
GOBP_PEPTIDYL_PROLINE_MODIFICATION	8	3	2	1	GOBP_PEPTIDYL_PROLINE_MODIFICATION
GOBP_PEPTIDYL_SERINE_MODIFICATION	93	38	19	19	GOBP_PEPTIDYL_SERINE_MODIFICATION
GOBP_PEPTIDYL_THREONINE_DEPHOSPHORYLATION	10	4	2	2	GOBP_PEPTIDYL_THREONINE_DEPHOSPHORYLATION
GOBP_PEPTIDYL_THREONINE_MODIFICATION	50	22	11	11	GOBP_PEPTIDYL_THREONINE_MODIFICATION
GOBP_PEPTIDYL_THREONINE_PHOSPHORYLATION	40	17	9	8	GOBP_PEPTIDYL_THREONINE_PHOSPHORYLATION
GOBP_PEPTIDYL_TYROSINE_AUTOPHOSPHORYLATION	11	6	3	3	GOBP_PEPTIDYL_TYROSINE_AUTOPHOSPHORYLATION
GOBP_PEPTIDYL_TYROSINE_DEPHOSPHORYLATION	22	9	5	4	GOBP_PEPTIDYL_TYROSINE_DEPHOSPHORYLATION
GOBP_PEPTIDYL_TYROSINE_MODIFICATION	131	74	37	37	GOBP_PEPTIDYL_TYROSINE_MODIFICATION
GOBP_PERICARDIUM_DEVELOPMENT	18	11	6	5	GOBP_PERICARDIUM_DEVELOPMENT
GOBP_PERICARDIUM_MORPHOGENESIS	8	6	3	3	GOBP_PERICARDIUM_MORPHOGENESIS
GOBP_PERICENTRIC_HETEROCHROMATIN_FORMATION	5	3	2	1	GOBP_PERICENTRIC_HETEROCHROMATIN_FORMATION
GOBP_PERICYTE_CELL_DIFFERENTIATION	12	11	6	5	GOBP_PERICYTE_CELL_DIFFERENTIATION
GOBP_PERIPHERAL_NERVOUS_SYSTEM_AXON_ENSHEATHMENT	30	16	8	8	GOBP_PERIPHERAL_NERVOUS_SYSTEM_AXON_ENSHEATHMENT
GOBP_PERIPHERAL_NERVOUS_SYSTEM_AXON_REGENERATION	10	8	4	4	GOBP_PERIPHERAL_NERVOUS_SYSTEM_AXON_REGENERATION
GOBP_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT	89	53	27	26	GOBP_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT
GOBP_PERIPHERAL_NERVOUS_SYSTEM_MYELIN_MAINTENANCE	9	5	3	2	GOBP_PERIPHERAL_NERVOUS_SYSTEM_MYELIN_MAINTENANCE
GOBP_PERIPHERAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION	16	12	6	6	GOBP_PERIPHERAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION
GOBP_PERISTALSIS	11	10	5	5	GOBP_PERISTALSIS
GOBP_PERK_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	24	10	5	5	GOBP_PERK_MEDIATED_UNFOLDED_PROTEIN_RESPONSE
GOBP_PEROXISOMAL_TRANSPORT	22	5	3	2	GOBP_PEROXISOMAL_TRANSPORT
GOBP_PEROXISOME_FISSION	12	3	2	1	GOBP_PEROXISOME_FISSION
GOBP_PEROXISOME_ORGANIZATION	39	10	5	5	GOBP_PEROXISOME_ORGANIZATION
GOBP_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY	30	9	5	4	GOBP_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY
GOBP_PHAGOCYTOSIS	244	120	60	60	GOBP_PHAGOCYTOSIS
GOBP_PHAGOCYTOSIS_ENGULFMENT	48	28	14	14	GOBP_PHAGOCYTOSIS_ENGULFMENT
GOBP_PHAGOCYTOSIS_RECOGNITION	29	23	12	11	GOBP_PHAGOCYTOSIS_RECOGNITION
GOBP_PHAGOLYSOSOME_ASSEMBLY	19	8	4	4	GOBP_PHAGOLYSOSOME_ASSEMBLY
GOBP_PHAGOSOME_ACIDIFICATION	7	3	2	1	GOBP_PHAGOSOME_ACIDIFICATION
GOBP_PHAGOSOME_LYSOSOME_FUSION	14	5	3	2	GOBP_PHAGOSOME_LYSOSOME_FUSION
GOBP_PHAGOSOME_MATURATION	31	14	7	7	GOBP_PHAGOSOME_MATURATION
GOBP_PHARYNGEAL_ARCH_ARTERY_MORPHOGENESIS	11	7	4	3	GOBP_PHARYNGEAL_ARCH_ARTERY_MORPHOGENESIS
GOBP_PHARYNGEAL_SYSTEM_DEVELOPMENT	32	25	13	12	GOBP_PHARYNGEAL_SYSTEM_DEVELOPMENT
GOBP_PHASIC_SMOOTH_MUSCLE_CONTRACTION	23	19	10	9	GOBP_PHASIC_SMOOTH_MUSCLE_CONTRACTION
GOBP_PHENOL_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	49	35	18	17	GOBP_PHENOL_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS
GOBP_PHENOL_CONTAINING_COMPOUND_CATABOLIC_PROCESS	15	7	4	3	GOBP_PHENOL_CONTAINING_COMPOUND_CATABOLIC_PROCESS
GOBP_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS	116	83	42	41	GOBP_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS
GOBP_PHENOTYPIC_SWITCHING	17	4	2	2	GOBP_PHENOTYPIC_SWITCHING
GOBP_PHENYLPROPANOID_METABOLIC_PROCESS	7	4	2	2	GOBP_PHENYLPROPANOID_METABOLIC_PROCESS
GOBP_PHOSPHAGEN_METABOLIC_PROCESS	5	3	2	1	GOBP_PHOSPHAGEN_METABOLIC_PROCESS
GOBP_PHOSPHATE_ION_HOMEOSTASIS	20	14	7	7	GOBP_PHOSPHATE_ION_HOMEOSTASIS
GOBP_PHOSPHATE_ION_TRANSMEMBRANE_TRANSPORT	15	8	4	4	GOBP_PHOSPHATE_ION_TRANSMEMBRANE_TRANSPORT
GOBP_PHOSPHATE_ION_TRANSPORT	27	15	8	7	GOBP_PHOSPHATE_ION_TRANSPORT
GOBP_PHOSPHATIDIC_ACID_METABOLIC_PROCESS	39	21	11	10	GOBP_PHOSPHATIDIC_ACID_METABOLIC_PROCESS
GOBP_PHOSPHATIDYLCHOLINE_ACYL_CHAIN_REMODELING	15	5	3	2	GOBP_PHOSPHATIDYLCHOLINE_ACYL_CHAIN_REMODELING
GOBP_PHOSPHATIDYLCHOLINE_BIOSYNTHETIC_PROCESS	27	15	8	7	GOBP_PHOSPHATIDYLCHOLINE_BIOSYNTHETIC_PROCESS
GOBP_PHOSPHATIDYLCHOLINE_CATABOLIC_PROCESS	16	9	5	4	GOBP_PHOSPHATIDYLCHOLINE_CATABOLIC_PROCESS
GOBP_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS	75	40	20	20	GOBP_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS
GOBP_PHOSPHATIDYLETHANOLAMINE_ACYL_CHAIN_REMODELING	12	7	4	3	GOBP_PHOSPHATIDYLETHANOLAMINE_ACYL_CHAIN_REMODELING
GOBP_PHOSPHATIDYLETHANOLAMINE_METABOLIC_PROCESS	28	14	7	7	GOBP_PHOSPHATIDYLETHANOLAMINE_METABOLIC_PROCESS
