go_id	raw_size	covered_size	reason
GOBP_TRNA_THREONYLCARBAMOYLADENOSINE_MODIFICATION	5	2	covered<3
GOBP_TRNA_TRANSCRIPTION	12	1	covered<3
GOBP_TRYPTOPHAN_TRANSPORT	6	2	covered<3
GOBP_TYPE_III_INTERFERON_PRODUCTION	6	1	covered<3
GOBP_T_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION	6	2	covered<3
GOBP_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_C_END_DEGRON_RULE_PATHWAY	12	2	covered<3
GOBP_UBIQUITIN_INDEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_MULTIVESICULAR_BODY_SORTING_PATHWAY	5	2	covered<3
GOBP_UDP_ALPHA_D_GLUCOSE_METABOLIC_PROCESS	6	1	covered<3
GOBP_UDP_BIOSYNTHETIC_PROCESS	5	1	covered<3
GOBP_UDP_METABOLIC_PROCESS	8	1	covered<3
GOBP_UDP_N_ACETYLGLUCOSAMINE_TRANSMEMBRANE_TRANSPORT	5	2	covered<3
GOBP_UTERUS_MORPHOGENESIS	6	2	covered<3
GOBP_UV_PROTECTION	12	2	covered<3
GOBP_VACUOLAR_PROTON_TRANSPORTING_V_TYPE_ATPASE_COMPLEX_ASSEMBLY	6	1	covered<3
GOBP_VALINE_CATABOLIC_PROCESS	5	1	covered<3
GOBP_VALINE_METABOLIC_PROCESS	6	2	covered<3
GOBP_VERY_LONG_CHAIN_FATTY_ACID_CATABOLIC_PROCESS	7	2	covered<3
GOBP_VESICLE_FUSION_WITH_GOLGI_APPARATUS	7	1	covered<3
GOBP_VESICLE_MEDIATED_CHOLESTEROL_TRANSPORT	9	1	covered<3
GOBP_VESICLE_TETHERING_INVOLVED_IN_EXOCYTOSIS	9	1	covered<3
GOBP_VESICLE_TETHERING_TO_GOLGI	5	2	covered<3
GOBP_VESICLE_TRANSPORT_ALONG_ACTIN_FILAMENT	5	2	covered<3
GOBP_VIRAL_TRANSLATIONAL_TERMINATION_REINITIATION	5	2	covered<3
GOBP_WYBUTOSINE_METABOLIC_PROCESS	6	0	covered<3
GOBP_XENOPHAGY	12	1	covered<3
GOBP_XYLULOSE_5_PHOSPHATE_METABOLIC_PROCESS	6	2	covered<3
